Date,Deaths Unvax,Deaths Vax,Total Unvax,Total Vax,Deaths Unvax 10000,Deaths Vax 10000
24/2/2021,5,0,32657034,66,0.001531064,0
25/2/2021,6,0,32655884,1216,0.001837341,0
26/2/2021,3,0,32651775,5325,0.000918786,0
27/2/2021,10,0,32645054,12046,0.003063251,0
28/2/2021,5,0,32638335,18765,0.001531941,0
1/3/2021,4,0,32622938,34162,0.001226131,0
2/3/2021,9,0,32601268,55832,0.002760629,0
3/3/2021,4,0,32578582,78518,0.001227801,0
4/3/2021,3,0,32559073,98027,0.000921402,0
5/3/2021,8,0,32544701,112399,0.002458157,0
6/3/2021,4,0,32528855,128245,0.001229677,0
7/3/2021,5,0,32516252,140848,0.001537693,0
8/3/2021,6,0,32489055,168045,0.001846776,0
9/3/2021,8,0,32458987,198113,0.002464649,0
10/3/2021,7,0,32430215,226885,0.002158481,0
11/3/2021,4,0,32403701,253399,0.001234427,0
12/3/2021,3,0,32377579,279521,0.000926567,0
13/3/2021,3,0,32360518,296582,0.000927056,0
14/3/2021,4,0,32350207,306893,0.001236468,0
15/3/2021,4,0,32329815,327285,0.001237248,0
16/3/2021,3,0,32304340,352760,0.000928668,0
17/3/2021,2,0,32283543,373557,0.000619511,0
18/3/2021,1,0,32266228,390872,0.000309922,0
19/3/2021,1,0,32255486,401614,0.000310025,0
20/3/2021,5,0,32247785,409315,0.001550494,0
21/3/2021,5,0,32238070,419030,0.001550961,0
22/3/2021,2,0,32228352,428748,0.000620572,0
23/3/2021,2,0,32220049,437051,0.000620732,0
24/3/2021,4,0,32213758,443342,0.001241705,0
25/3/2021,2,0,32207322,449778,0.000620977,0
26/3/2021,1,0,32203383,453717,0.000310526,0
27/3/2021,8,0,32201680,455420,0.002484342,0
28/3/2021,3,1,32197996,459104,0.000931735,0.021781557
29/3/2021,4,0,32190131,466969,0.001242617,0
30/3/2021,6,0,32178601,478499,0.001864593,0
31/3/2021,9,0,32168653,488447,0.002797755,0
1/4/2021,3,0,32152742,504358,0.000933046,0
2/4/2021,2,0,32145171,511929,0.000622177,0
3/4/2021,5,0,32142495,514605,0.001555573,0
4/4/2021,6,0,32136464,520636,0.001867038,0
5/4/2021,4,0,32127259,529841,0.001245049,0
6/4/2021,3,0,32116229,540871,0.000934107,0
7/4/2021,2,0,32103504,553596,0.000622985,0
8/4/2021,6,0,32091409,565691,0.001869659,0
9/4/2021,7,0,32084181,572919,0.002181761,0
10/4/2021,3,0,32078507,578593,0.000935206,0
11/4/2021,6,0,32066030,591070,0.001871139,0
12/4/2021,11,0,32040658,616442,0.003433138,0
13/4/2021,5,0,32023846,633254,0.001561337,0
14/4/2021,5,0,32002902,654198,0.001562358,0
15/4/2021,4,0,31984799,672301,0.001250594,0
16/4/2021,6,0,31969173,687927,0.001876808,0
17/4/2021,11,0,31960596,696504,0.003441738,0
18/4/2021,8,0,31954433,702667,0.002503565,0
19/4/2021,10,0,31929760,727340,0.003131874,0
20/4/2021,10,0,31907675,749425,0.003134042,0
21/4/2021,9,0,31891832,765268,0.002822039,0
22/4/2021,6,0,31877435,779665,0.001882209,0
23/4/2021,15,0,31865213,791887,0.004707328,0
24/4/2021,8,0,31857222,799878,0.002511205,0
25/4/2021,21,0,31848107,808993,0.006593798,0
26/4/2021,14,0,31826734,830366,0.004398818,0
27/4/2021,11,0,31803908,853192,0.003458694,0
28/4/2021,14,0,31777434,879666,0.004405642,0
29/4/2021,22,0,31770962,886138,0.006924562,0
30/4/2021,21,0,31753163,903937,0.006613514,0
1/5/2021,16,0,31750231,906869,0.005039333,0
2/5/2021,20,0,31742571,914529,0.006300687,0
3/5/2021,21,2,31718028,939072,0.00662084,0.021297621
4/5/2021,14,0,31687885,969215,0.004418092,0
5/5/2021,30,1,31655740,1001360,0.009476954,0.009986418
6/5/2021,27,1,31618636,1038464,0.008539268,0.009629607
7/5/2021,31,0,31586266,1070834,0.009814392,0
8/5/2021,27,2,31567541,1089559,0.008553089,0.01835605
9/5/2021,21,0,31541605,1115495,0.006657873,0
10/5/2021,34,1,31504852,1152248,0.010791988,0.008678687
11/5/2021,44,0,31474295,1182805,0.013979662,0
12/5/2021,49,1,31463943,1193157,0.015573382,0.008381127
13/5/2021,36,2,31463830,1193270,0.011441709,0.016760666
14/5/2021,44,1,31463769,1193331,0.013984339,0.008379905
15/5/2021,46,2,31453368,1203732,0.014624825,0.016614994
16/5/2021,40,4,31443320,1213780,0.012721303,0.032954901
17/5/2021,48,3,31410792,1246308,0.015281372,0.024071096
18/5/2021,54,4,31364906,1292194,0.017216694,0.030955104
19/5/2021,50,3,31314632,1342468,0.015966977,0.022346901
20/5/2021,44,2,31255273,1401827,0.014077625,0.014267096
21/5/2021,60,1,31212974,1444126,0.019222776,0.006924604
22/5/2021,81,4,31169596,1487504,0.025986862,0.026890684
23/5/2021,65,4,31131521,1525579,0.02087916,0.026219553
24/5/2021,63,3,31061724,1595376,0.020282197,0.018804345
25/5/2021,71,3,30991791,1665309,0.022909292,0.018014675
26/5/2021,84,7,30971233,1685867,0.027121942,0.041521662
27/5/2021,57,6,30912280,1744820,0.018439274,0.034387501
28/5/2021,102,3,30865285,1791815,0.033046836,0.0167428
29/5/2021,74,1,30814123,1842977,0.024014962,0.005426004
30/5/2021,103,6,30775681,1881419,0.033467984,0.031890823
31/5/2021,90,7,30707982,1949118,0.029308341,0.03591368
1/6/2021,86,8,30632435,2024665,0.028074817,0.03951271
2/6/2021,85,2,30535308,2121792,0.027836628,0.009425995
3/6/2021,107,3,30423798,2233302,0.035169836,0.013433024
4/6/2021,80,3,30337286,2319814,0.02637019,0.012932071
5/6/2021,83,7,30265007,2392093,0.027424411,0.029263076
6/6/2021,75,4,30183765,2473335,0.024847795,0.016172496
7/6/2021,81,3,30122894,2534206,0.026889847,0.011838027
8/6/2021,71,2,30014294,2642806,0.023655396,0.007567714
9/6/2021,88,5,29897884,2759216,0.029433521,0.018121089
10/6/2021,61,7,29784015,2873085,0.020480785,0.024364055
11/6/2021,61,5,29687602,2969498,0.020547298,0.016837863
12/6/2021,79,4,29584129,3072971,0.026703507,0.013016719
13/6/2021,67,6,29479078,3178022,0.022727984,0.018879668
14/6/2021,86,5,29330998,3326102,0.029320516,0.015032612
15/6/2021,74,5,29163808,3493292,0.025373916,0.014313146
16/6/2021,76,5,28957403,3699697,0.026245447,0.01351462
17/6/2021,76,5,28772188,3884912,0.026414397,0.012870304
18/6/2021,73,8,28619012,4038088,0.025507519,0.019811356
19/6/2021,63,4,28483055,4174045,0.022118414,0.00958303
20/6/2021,64,11,28360506,4296594,0.022566593,0.025601674
21/6/2021,72,9,28169899,4487201,0.025559197,0.020057047
22/6/2021,78,10,27970613,4686487,0.027886411,0.021337945
23/6/2021,72,12,27785155,4871945,0.025913118,0.02463082
24/6/2021,70,11,27602080,5055020,0.025360408,0.021760547
25/6/2021,66,12,27447173,5209927,0.024046192,0.023032952
26/6/2021,75,13,27304391,5352709,0.027468109,0.024286768
27/6/2021,56,16,27192597,5464503,0.02059384,0.029279881
28/6/2021,79,12,27025998,5631102,0.029231113,0.021310216
29/6/2021,74,17,26867071,5790029,0.02754301,0.02936082
30/6/2021,88,22,26692974,5964126,0.032967477,0.036887215
1/7/2021,85,13,26509213,6147887,0.032064324,0.021145476
2/7/2021,94,13,26338965,6318135,0.03568857,0.020575692
3/7/2021,92,26,26194140,6462960,0.035122359,0.040229245
4/7/2021,94,20,26059038,6598062,0.036071938,0.030311931
5/7/2021,78,22,25852414,6804686,0.030171264,0.032330662
6/7/2021,84,29,25635476,7021624,0.032767092,0.041300987
7/7/2021,123,32,25416591,7240509,0.048393587,0.044195788
8/7/2021,118,40,25186503,7470597,0.04685049,0.053543244
9/7/2021,122,60,24965713,7691387,0.04886702,0.078009337
10/7/2021,111,38,24745906,7911194,0.044855905,0.048033205
11/7/2021,136,48,24551080,8106020,0.055394712,0.05921525
12/7/2021,128,48,24279089,8378011,0.052720265,0.057292835
13/7/2021,145,48,24010559,8646541,0.060390098,0.055513528
14/7/2021,126,53,23715203,8941897,0.053130475,0.059271539
15/7/2021,153,57,23397278,9259822,0.065392222,0.061556259
16/7/2021,153,61,23113322,9543778,0.066195591,0.063915988
17/7/2021,193,71,22848527,9808573,0.08446934,0.072385657
18/7/2021,169,67,22595857,10061243,0.074792472,0.06659217
19/7/2021,157,66,22306922,10350178,0.070381741,0.063767019
20/7/2021,196,82,22098286,10558814,0.088694662,0.077660237
21/7/2021,174,98,21809081,10848019,0.079783279,0.090339075
22/7/2021,166,100,21465578,11191522,0.077333114,0.089353352
23/7/2021,178,111,21150806,11506294,0.084157549,0.096468941
24/7/2021,191,108,20854714,11802386,0.091586008,0.091506921
25/7/2021,204,99,20562105,12094995,0.099211632,0.081852039
26/7/2021,179,90,20219132,12437968,0.088530012,0.072359086
27/7/2021,201,75,19852368,12804732,0.101247368,0.058572097
28/7/2021,207,114,19476699,13180401,0.106280844,0.086492057
29/7/2021,193,96,19113408,13543692,0.100976236,0.070881706
30/7/2021,217,111,18780124,13876976,0.115547693,0.079988608
31/7/2021,194,118,18443304,14213796,0.105187227,0.083017936
1/8/2021,211,115,18132606,14524494,0.116364962,0.079176596
2/8/2021,224,151,17895463,14761637,0.125171391,0.102292178
3/8/2021,206,134,17641272,15015828,0.116771625,0.089239168
4/8/2021,197,110,17398216,15258884,0.11323,0.072089151
5/8/2021,205,108,17162072,15495028,0.119449446,0.069699777
6/8/2021,220,138,16956512,15700588,0.129743664,0.087894797
7/8/2021,213,121,16751360,15905740,0.127153855,0.076073166
8/8/2021,213,107,16578951,16078149,0.128476162,0.066549949
9/8/2021,204,101,16375288,16281812,0.124577962,0.062032408
10/8/2021,250,158,16198060,16459040,0.15433947,0.095995878
11/8/2021,181,107,15952780,16704320,0.113459848,0.064055286
12/8/2021,164,130,15734113,16922987,0.104232123,0.07681859
13/8/2021,159,104,15547967,17109133,0.102264174,0.060786248
14/8/2021,164,112,15366214,17290886,0.106727656,0.064774009
15/8/2021,166,123,15207463,17449637,0.109156932,0.070488572
16/8/2021,177,114,15015992,17641108,0.11787433,0.064621791
17/8/2021,166,87,14816467,17840633,0.112037505,0.048765086
18/8/2021,166,112,14608824,18048276,0.113629954,0.062055789
19/8/2021,160,97,14411454,18245646,0.111022802,0.053163368
20/8/2021,142,91,14237884,18419216,0.099733921,0.049404926
21/8/2021,155,93,14062130,18594970,0.110225122,0.050013525
22/8/2021,189,114,13911514,18745586,0.135858685,0.060814317
23/8/2021,175,98,13748690,18908410,0.127284854,0.051828789
24/8/2021,112,75,13578127,19078973,0.082485604,0.039310292
25/8/2021,159,76,13401237,19255863,0.118645764,0.039468499
26/8/2021,160,110,13226216,19430884,0.120971864,0.056610909
27/8/2021,142,94,13065016,19592084,0.108687199,0.047978561
28/8/2021,146,92,12894435,19762665,0.11322714,0.046552426
29/8/2021,153,92,12731625,19925475,0.120173191,0.046172049
30/8/2021,191,82,12530871,20126229,0.152423563,0.040742854
31/8/2021,162,94,12398833,20258267,0.130657458,0.04640081
1/9/2021,164,104,12193988,20463112,0.134492506,0.050823159
2/9/2021,138,89,11992919,20664181,0.1150679,0.043069696
3/9/2021,135,82,11829694,20827406,0.114119604,0.039371202
4/9/2021,142,86,11673850,20983250,0.121639391,0.040985071
5/9/2021,132,117,11520770,21136330,0.114575675,0.055354927
6/9/2021,155,78,11374233,21282867,0.136272925,0.036649198
7/9/2021,152,76,11226980,21430120,0.135388145,0.035464104
8/9/2021,148,99,11085727,21571373,0.133505002,0.045894158
9/9/2021,112,100,10935957,21721143,0.102414448,0.046038093
10/9/2021,131,83,10809565,21847535,0.121188966,0.037990556
11/9/2021,124,89,10705295,21951805,0.115830531,0.040543363
12/9/2021,135,91,10614776,22042324,0.127181205,0.041284213
13/9/2021,115,66,10532014,22125086,0.109190892,0.029830393
14/9/2021,99,95,10447863,22209237,0.09475622,0.042774995
15/9/2021,123,88,10369386,22287714,0.118618402,0.039483637
16/9/2021,91,91,10299835,22357265,0.08835093,0.040702653
17/9/2021,87,103,10215080,22442020,0.085168202,0.045896047
18/9/2021,97,70,10131399,22525701,0.09574196,0.031075614
19/9/2021,88,71,10061600,22595500,0.087461239,0.031422186
20/9/2021,62,85,9957471,22699629,0.062264806,0.037445546
21/9/2021,87,65,9826089,22831011,0.088539805,0.028470049
22/9/2021,76,68,9694060,22963040,0.078398524,0.029612804
23/9/2021,92,56,9552566,23104534,0.096309201,0.024237667
24/9/2021,74,72,9427738,23229362,0.078491787,0.030995255
25/9/2021,87,72,9305181,23351919,0.093496301,0.030832584
26/9/2021,68,59,9182155,23474945,0.074056689,0.025133179
27/9/2021,67,62,9004862,23652238,0.07440425,0.026213164
28/9/2021,50,55,8828280,23828820,0.056636174,0.023081294
29/9/2021,57,67,8629580,24027520,0.066051882,0.027884692
30/9/2021,73,57,8454110,24202990,0.086348533,0.023550809
1/10/2021,52,46,8346653,24310447,0.062300421,0.018921906
2/10/2021,68,63,8252001,24405099,0.082404256,0.025814278
3/10/2021,46,58,8151833,24505267,0.056429026,0.023668381
4/10/2021,45,47,8020112,24636988,0.056108942,0.019077007
5/10/2021,41,56,7891830,24765270,0.051952462,0.022612312
6/10/2021,51,42,7773581,24883519,0.065606829,0.016878642
7/10/2021,49,45,7661290,24995810,0.063957897,0.018003017
8/10/2021,38,51,7583488,25073612,0.050108868,0.020340109
9/10/2021,40,34,7540888,25116212,0.053044151,0.013537073
10/10/2021,39,44,7506920,25150180,0.051952066,0.017494905
11/10/2021,31,50,7450829,25206271,0.041606109,0.019836334
12/10/2021,46,50,7391580,25265520,0.062232973,0.019789816
13/10/2021,38,42,7336776,25320324,0.051793867,0.016587465
14/10/2021,32,33,7292291,25364809,0.043881957,0.013010151
15/10/2021,31,45,7253081,25404019,0.042740457,0.017713733
16/10/2021,28,44,7235910,25421190,0.038695893,0.017308395
17/10/2021,35,37,7217611,25439489,0.0484925,0.014544317
18/10/2021,32,37,7183233,25473867,0.044548186,0.014524689
19/10/2021,42,42,7167033,25490067,0.058601656,0.016477007
20/10/2021,27,37,7134604,25522496,0.037843726,0.014497015
21/10/2021,27,33,7100247,25556853,0.038026846,0.012912388
22/10/2021,29,42,7070081,25587019,0.041017918,0.016414573
23/10/2021,26,37,7057498,25599602,0.036840251,0.01445335
24/10/2021,26,32,7045130,25611970,0.036904926,0.012494158
25/10/2021,30,40,7019715,25637385,0.042736778,0.015602215
26/10/2021,20,35,6993378,25663722,0.028598483,0.013637928
27/10/2021,29,37,6972332,25684768,0.041592971,0.014405425
28/10/2021,22,33,6951185,25705915,0.03164928,0.012837512
29/10/2021,28,31,6934862,25722238,0.040375713,0.012051828
30/10/2021,22,36,6927104,25729996,0.031759304,0.013991452
31/10/2021,19,18,6920141,25736959,0.027456088,0.006993833
1/11/2021,14,43,6909862,25747238,0.020260897,0.01670082
2/11/2021,21,27,6899398,25757702,0.030437438,0.010482302
3/11/2021,19,36,6890250,25766850,0.027575197,0.01397144
4/11/2021,15,36,6886884,25770216,0.021780532,0.013969615
5/11/2021,20,38,6880806,25776294,0.029066362,0.014742228
6/11/2021,21,21,6875555,25781545,0.030542989,0.008145361
7/11/2021,24,35,6871607,25785493,0.034926328,0.013573524
8/11/2021,26,27,6864605,25792495,0.037875449,0.010468161
9/11/2021,22,30,6855807,25801293,0.032089585,0.011627324
10/11/2021,20,20,6847140,25809960,0.029209276,0.007748947
11/11/2021,20,29,6837488,25819612,0.029250508,0.011231772
12/11/2021,17,31,6829426,25827674,0.024892282,0.012002629
13/11/2021,15,29,6825306,25831794,0.021977037,0.011226475
14/11/2021,14,24,6821295,25835805,0.020523962,0.009289434
15/11/2021,16,28,6814503,25842597,0.023479335,0.010834824
16/11/2021,11,35,6807041,25850059,0.016159738,0.013539621
17/11/2021,21,40,6800298,25856802,0.030881,0.015469817
18/11/2021,13,22,6792523,25864577,0.019138691,0.008505842
19/11/2021,24,21,6785139,25871961,0.03537142,0.008116895
20/11/2021,17,21,6781760,25875340,0.025067239,0.008115835
21/11/2021,17,29,6778932,25878168,0.025077697,0.011206357
22/11/2021,17,24,6773621,25883479,0.025097359,0.009272324
23/11/2021,18,31,6768038,25889062,0.026595595,0.011974169
24/11/2021,13,30,6762545,25894555,0.019223532,0.011585447
25/11/2021,21,29,6756379,25900721,0.031081738,0.0111966
26/11/2021,12,31,6751228,25905872,0.017774544,0.011966399
27/11/2021,19,27,6748564,25908536,0.028154138,0.010421276
28/11/2021,11,27,6746150,25910950,0.016305597,0.010420305
29/11/2021,16,25,6741325,25915775,0.023734207,0.009646634
30/11/2021,10,24,6735916,25921184,0.014845791,0.009258836
1/12/2021,10,21,6730207,25926893,0.014858384,0.008099698
2/12/2021,12,32,6724417,25932683,0.017845413,0.012339641
3/12/2021,16,30,6719713,25937387,0.023810541,0.011566315
4/12/2021,16,26,6715976,25941124,0.02382379,0.010022696
5/12/2021,15,23,6713794,25943306,0.022342062,0.008865485
6/12/2021,13,29,6708296,25948804,0.01937899,0.011175852
7/12/2021,13,23,6703146,25953954,0.019393879,0.008861848
8/12/2021,14,23,6697929,25959171,0.020901983,0.008860067
9/12/2021,9,20,6692448,25964652,0.013447994,0.00770278
10/12/2021,13,17,6688172,25968928,0.019437299,0.006546285
11/12/2021,8,17,6686595,25970505,0.011964236,0.006545887
12/12/2021,9,20,6684938,25972162,0.013463102,0.007700553
13/12/2021,15,16,6680613,25976487,0.022453029,0.006159416
14/12/2021,12,21,6676176,25980924,0.017974361,0.008082853
15/12/2021,9,19,6671540,25985560,0.013490139,0.007311753
16/12/2021,13,14,6666814,25990286,0.019499569,0.005386628
17/12/2021,11,33,6663492,25993608,0.016507861,0.012695429
18/12/2021,14,23,6662106,25994994,0.021014376,0.008847857
19/12/2021,13,21,6660464,25996636,0.01951816,0.008077968
20/12/2021,15,26,6656855,26000245,0.022533163,0.009999906
21/12/2021,7,22,6653368,26003732,0.010520987,0.008460324
22/12/2021,7,12,6649775,26007325,0.010526672,0.004614085
23/12/2021,12,18,6645958,26011142,0.018056088,0.006920111
24/12/2021,8,18,6643538,26013562,0.012041777,0.006919468
25/12/2021,6,17,6642918,26014182,0.009032175,0.006534897
26/12/2021,6,11,6641979,26015121,0.009033452,0.00422831
27/12/2021,13,15,6638431,26018669,0.019582941,0.005765091
28/12/2021,14,17,6634731,26022369,0.021101082,0.006532841
29/12/2021,16,12,6631057,26026043,0.024128883,0.004610766
30/12/2021,15,12,6627390,26029710,0.022633344,0.004610117
31/12/2021,9,8,6624312,26032788,0.013586317,0.003073048
1/1/2022,12,14,6623700,26033400,0.018116763,0.005377707
2/1/2022,5,13,6622204,26034896,0.007550356,0.004993298
3/1/2022,5,15,6619162,26037938,0.007553826,0.005760825
4/1/2022,8,8,6615946,26041154,0.012091997,0.00307206
5/1/2022,10,17,6612829,26044271,0.015122121,0.006527347
6/1/2022,7,9,6609566,26047534,0.01059071,0.003455222
7/1/2022,6,7,6606573,26050527,0.009081864,0.002687086
8/1/2022,3,15,6605192,26051908,0.004541882,0.005757736
9/1/2022,6,11,6603953,26053147,0.009085467,0.004222139
10/1/2022,5,7,6601536,26055564,0.007573995,0.002686566
11/1/2022,5,4,6599225,26057875,0.007576647,0.001535045
12/1/2022,5,14,6596937,26060163,0.007579275,0.005372184
13/1/2022,11,10,6594574,26062526,0.01668038,0.003836927
14/1/2022,4,7,6592666,26064434,0.006067348,0.002685652
15/1/2022,7,9,6591404,26065696,0.010619892,0.003452814
16/1/2022,8,6,6590460,26066640,0.012138758,0.002301793
17/1/2022,5,8,6588303,26068797,0.007589208,0.003068803
18/1/2022,3,9,6587163,26069937,0.004554313,0.003452252
19/1/2022,3,8,6584720,26072380,0.004556002,0.003068381
20/1/2022,5,11,6582747,26074353,0.007595613,0.004218705
21/1/2022,3,7,6581094,26076006,0.004558513,0.00268446
22/1/2022,4,4,6579963,26077137,0.006079062,0.001533911
23/1/2022,3,11,6579038,26078062,0.004559937,0.004218105
24/1/2022,5,7,6576877,26080223,0.007602392,0.002684026
25/1/2022,2,3,6574589,26082511,0.003042015,0.001150196
26/1/2022,5,7,6572744,26084356,0.007607173,0.002683601
27/1/2022,5,6,6570832,26086268,0.007609386,0.002300061
28/1/2022,8,5,6568978,26088122,0.012178455,0.001916581
29/1/2022,4,5,6568165,26088935,0.006089981,0.001916521
30/1/2022,3,5,6567582,26089518,0.004567891,0.001916478
31/1/2022,2,6,6566517,26090583,0.003045755,0.00229968
1/2/2022,4,8,6566259,26090841,0.006091749,0.00306621
2/2/2022,3,9,6565902,26091198,0.00456906,0.003449439
3/2/2022,5,2,6563226,26093874,0.007618205,0.000766463
4/2/2022,6,7,6560396,26096704,0.009145789,0.002682331
5/2/2022,2,9,6544277,26112823,0.003056105,0.003446583
6/2/2022,6,13,6527625,26129475,0.009191704,0.004975224
7/2/2022,4,12,6517751,26139349,0.006137086,0.00459078
8/2/2022,8,12,6506390,26150710,0.012295605,0.004588786
9/2/2022,6,10,6491521,26165579,0.009242826,0.003821815
10/2/2022,9,15,6472390,26184710,0.013905219,0.005728534
11/2/2022,12,15,6450757,26206343,0.018602468,0.005723805
12/2/2022,8,21,6410192,26246908,0.012480125,0.008000942
13/2/2022,9,27,6374055,26283045,0.01411974,0.010272782
14/2/2022,14,23,6334067,26323033,0.022102703,0.008737595
15/2/2022,16,19,6290377,26366723,0.025435677,0.007206053
16/2/2022,13,30,6243759,26413341,0.020820791,0.011357897
17/2/2022,12,31,6188387,26468713,0.01939116,0.011711941
18/2/2022,21,34,6143377,26513723,0.034183154,0.012823548
19/2/2022,20,25,6069067,26588033,0.032953994,0.009402726
20/2/2022,14,34,6006888,26650212,0.023306577,0.012757872
21/2/2022,12,32,5952872,26704228,0.020158337,0.011983121
22/2/2022,14,42,5899407,26757693,0.023731199,0.01569642
23/2/2022,23,32,5849791,26807309,0.039317644,0.011937043
24/2/2022,18,43,5800644,26856456,0.031031037,0.016011048
25/2/2022,15,37,5754780,26902320,0.026065288,0.013753461
26/2/2022,27,37,5698269,26958831,0.04738281,0.013724631
27/2/2022,14,51,5655229,27001871,0.02475585,0.01888758
28/2/2022,18,44,5619871,27037229,0.032029205,0.016273857
1/3/2022,19,59,5592572,27064528,0.033973635,0.021799752
2/3/2022,27,51,5564778,27092322,0.048519456,0.018824522
3/3/2022,29,51,5540308,27116792,0.05234366,0.018807534
4/3/2022,23,55,5516514,27140586,0.041692997,0.020264854
5/3/2022,21,58,5485362,27171738,0.038283709,0.021345709
6/3/2022,22,55,5460204,27196896,0.040291535,0.020222896
7/3/2022,26,52,5443577,27213523,0.047762712,0.019108147
8/3/2022,23,52,5423328,27233772,0.042409384,0.01909394
9/3/2022,35,55,5404073,27253027,0.064765964,0.020181244
10/3/2022,21,65,5383381,27273719,0.039008943,0.023832467
11/3/2022,22,53,5358776,27298324,0.041054151,0.019415111
12/3/2022,33,80,5332065,27325035,0.061889718,0.029277181
13/3/2022,28,64,5308038,27349062,0.052750188,0.023401168
14/3/2022,32,57,5292859,27364241,0.060458818,0.020830105
15/3/2022,19,57,5274188,27382912,0.036024503,0.020815902
16/3/2022,22,57,5260207,27396893,0.041823449,0.020805279
17/3/2022,30,41,5245786,27411314,0.057188761,0.014957327
18/3/2022,20,45,5226249,27430851,0.038268364,0.016404887
19/3/2022,17,47,5209543,27447557,0.032632421,0.017123564
20/3/2022,24,43,5198530,27458570,0.046166897,0.015659956
21/3/2022,18,36,5193302,27463798,0.034660029,0.013108165
22/3/2022,20,46,5186517,27470583,0.038561524,0.016745185
23/3/2022,16,36,5179940,27477160,0.030888389,0.013101791
24/3/2022,22,31,5172772,27484328,0.042530388,0.011279155
25/3/2022,12,30,5159560,27497540,0.023257797,0.010910067
26/3/2022,14,32,5145674,27511426,0.02720732,0.011631531
27/3/2022,20,30,5138845,27518255,0.038919251,0.010901854
28/3/2022,11,39,5133873,27523227,0.021426319,0.01416985
29/3/2022,14,19,5127421,27529679,0.027304175,0.006901642
30/3/2022,7,28,5121491,27535609,0.013667895,0.010168651
31/3/2022,11,30,5113638,27543462,0.021511104,0.010891877
1/4/2022,16,25,5102464,27554636,0.031357399,0.009072883
2/4/2022,7,17,5092841,27564259,0.013744784,0.006167407
3/4/2022,13,17,5089977,27567123,0.02554039,0.006166766
4/4/2022,18,13,5086626,27570474,0.035386915,0.004715189
5/4/2022,8,18,5083186,27573914,0.015738161,0.006527909
6/4/2022,9,14,5079274,27577826,0.017719068,0.005076542
7/4/2022,1,18,5074724,27582376,0.001970551,0.006525906
8/4/2022,4,9,5067343,27589757,0.007893683,0.00326208
9/4/2022,8,10,5059794,27597306,0.01581092,0.003623542
10/4/2022,5,11,5055452,27601648,0.009890312,0.003985269
11/4/2022,9,13,5050567,27606533,0.017819781,0.00470903
12/4/2022,5,12,5045512,27611588,0.009909797,0.004346001
13/4/2022,1,13,5039393,27617707,0.001984366,0.004707125
14/4/2022,8,9,5030137,27626963,0.015904139,0.003257687
15/4/2022,5,13,5017970,27639130,0.009964189,0.004703477
16/4/2022,4,7,5002228,27654872,0.007996437,0.0025312
17/4/2022,4,3,4990244,27666856,0.00801564,0.00108433
18/4/2022,3,10,4980373,27676727,0.006023645,0.003613144
19/4/2022,3,4,4972185,27684915,0.006033565,0.00144483
20/4/2022,3,6,4960047,27697053,0.00604833,0.002166295
21/4/2022,3,8,4944948,27712152,0.006066798,0.00288682
22/4/2022,3,6,4927423,27729677,0.006088375,0.002163747
23/4/2022,4,4,4908755,27748345,0.008148706,0.001441527
24/4/2022,4,4,4896112,27760988,0.008169748,0.001440871
25/4/2022,2,3,4887683,27769417,0.004091918,0.001080325
26/4/2022,4,4,4879899,27777201,0.008196891,0.00144003
27/4/2022,3,5,4871024,27786076,0.006158869,0.001799462
28/4/2022,4,5,4862188,27794912,0.008226749,0.00179889
29/4/2022,0,4,4850648,27806452,0,0.001438515
30/4/2022,1,3,4842866,27814234,0.002064893,0.001078584
1/5/2022,2,6,4840495,27816605,0.004131809,0.002156985
2/5/2022,2,1,4839697,27817403,0.00413249,0.000359487
3/5/2022,1,2,4839060,27818040,0.002066517,0.000718958
4/5/2022,3,3,4838342,27818758,0.006200471,0.001078409
5/5/2022,0,4,4836016,27821084,0,0.001437758
6/5/2022,1,0,4831448,27825652,0.002069773,0
7/5/2022,2,1,4826281,27830819,0.004143978,0.000359314
8/5/2022,2,2,4818103,27838997,0.004151011,0.000718417
