date,deaths_new,deaths_bid,,,,,
6/8/2022,11,1,,,,,
7/8/2022,6,0,,,,,
8/8/2022,6,1,,,,,
9/8/2022,12,3,,,,,
10/8/2022,12,6,,,,,
11/8/2022,10,2,,,,,
12/8/2022,4,1,,,,,
13/8/2022,10,1,,,,,
14/8/2022,5,0,,,,,
15/8/2022,8,2,,,,,
16/8/2022,9,1,,,,,
17/8/2022,15,4,,,,,
18/8/2022,7,1,,,,,
19/8/2022,6,0,,,,,
20/8/2022,6,1,,,,,
21/8/2022,9,0,,,,,
22/8/2022,10,3,,,,,
23/8/2022,11,3,,,,,
24/8/2022,11,5,,,,,
25/8/2022,8,1,,,,,
26/8/2022,6,3,,,,,
27/8/2022,5,1,,,,,
28/8/2022,2,0,,,,,
29/8/2022,8,0,,,,,
30/8/2022,4,1,,,,,
31/8/2022,6,1,,,,,
1/9/2022,9,3,,,,,
2/9/2022,9,3,,,,,
3/9/2022,9,2,,,,,
4/9/2022,2,0,,,,,
5/9/2022,4,1,,,,,
6/9/2022,6,1,,,,,
7/9/2022,7,2,,,,,
8/9/2022,8,1,,,,,
9/9/2022,4,0,,,,,
10/9/2022,3,0,,,,,
11/9/2022,3,1,,,,,
12/9/2022,5,1,,,,,
13/9/2022,6,0,,,,,
14/9/2022,5,2,,,,,
15/9/2022,3,0,,,,,
16/9/2022,6,2,,,,,
17/9/2022,3,2,,,,,
18/9/2022,4,1,,,,,
19/9/2022,5,1,,,,,
20/9/2022,7,2,,,,,
21/9/2022,6,1,,,,,
22/9/2022,12,7,,,,,
23/9/2022,3,1,,,,,
24/9/2022,3,1,,,,,
25/9/2022,2,0,,,,,
26/9/2022,7,0,,,,,
27/9/2022,6,1,,,,,
28/9/2022,2,0,,,,,
29/9/2022,4,0,,,,,
30/9/2022,5,1,,,,,
1/10/2022,0,0,,,,,
2/10/2022,1,1,,,,,
3/10/2022,5,2,,,,,
4/10/2022,5,1,,,,,
5/10/2022,2,2,,,,,
6/10/2022,4,0,,,,,
7/10/2022,3,0,,,,,
8/10/2022,4,1,,,,,
9/10/2022,2,1,,,,,
10/10/2022,3,0,,,,,
11/10/2022,3,0,,,,,
12/10/2022,1,0,,,,,
13/10/2022,3,0,,,,,
14/10/2022,5,1,,,,,
15/10/2022,0,0,,,,,
16/10/2022,2,1,,,,,
17/10/2022,6,5,,,,,
18/10/2022,3,0,,,,,
19/10/2022,3,1,,,,,
20/10/2022,8,1,,,,,
21/10/2022,3,1,,,,,
22/10/2022,4,2,,,,,
23/10/2022,0,0,,,,,
24/10/2022,3,1,,,,,
25/10/2022,5,1,,,,,
26/10/2022,6,3,,,,,
27/10/2022,4,2,,,,,
28/10/2022,1,1,,,,,
29/10/2022,1,0,,,,,
30/10/2022,2,0,,,,,
31/10/2022,9,1,,,,,
1/11/2022,3,1,,,,,
2/11/2022,2,0,,,,,
3/11/2022,11,0,,,,,
4/11/2022,1,0,,,,,
5/11/2022,1,0,,,,,
6/11/2022,5,2,,,,,
7/11/2022,8,2,,,,,
8/11/2022,9,3,,,,,
9/11/2022,10,2,,,,,
10/11/2022,8,0,,,,,
11/11/2022,4,1,,,,,
12/11/2022,9,3,,,,,
13/11/2022,2,0,,,,,
14/11/2022,6,1,,,,,
15/11/2022,12,0,,,,,
16/11/2022,8,3,,,,,
17/11/2022,9,0,,,,,
18/11/2022,5,2,,,,,
19/11/2022,5,1,,,,,
20/11/2022,2,0,,,,,
21/11/2022,14,4,,,,,
22/11/2022,11,7,,,,,
23/11/2022,8,1,,,,,
24/11/2022,8,1,,,,,
25/11/2022,8,2,,,,,
26/11/2022,4,0,,,,,
27/11/2022,4,0,,,,,
28/11/2022,5,2,,,,,
29/11/2022,10,2,,,,,
30/11/2022,17,6,,,,,
1/12/2022,11,2,,,,,
2/12/2022,9,3,,,,,
3/12/2022,6,1,,,,,
4/12/2022,3,2,,,,,
5/12/2022,3,2,,,,,
6/12/2022,16,8,,,,,
7/12/2022,6,0,,,,,
8/12/2022,4,1,,,,,
9/12/2022,6,1,,,,,
10/12/2022,5,1,,,,,
11/12/2022,10,2,,,,,
12/12/2022,6,2,,,,,
13/12/2022,9,3,,,,,
14/12/2022,6,1,,,,,
15/12/2022,3,1,,,,,
16/12/2022,8,3,,,,,
17/12/2022,5,3,,,,,
18/12/2022,6,0,,,,,
19/12/2022,2,0,,,,,
20/12/2022,6,1,,,,,
21/12/2022,7,1,,,,,
22/12/2022,3,0,,,,,
23/12/2022,6,3,,,,,
24/12/2022,1,0,,,,,
25/12/2022,0,0,,,,,
26/12/2022,4,0,,,,,
27/12/2022,6,1,,,,,
28/12/2022,4,1,,,,,
29/12/2022,6,1,,,,,
30/12/2022,1,0,,,,,
31/12/2022,1,0,,,,,
1/1/2023,4,2,,,,,
2/1/2023,1,0,,,,,
3/1/2023,1,0,,,,,
4/1/2023,0,0,,,,,
5/1/2023,7,2,,,,,
6/1/2023,4,1,,,,,
7/1/2023,4,0,,,,,
8/1/2023,1,0,,,,,
9/1/2023,8,1,,,,,
10/1/2023,9,0,,,,,
11/1/2023,9,1,,,,,
12/1/2023,4,2,,,,,
13/1/2023,3,0,,,,,
14/1/2023,0,0,,,,,
15/1/2023,0,0,,,,,
16/1/2023,6,2,,,,,
17/1/2023,5,2,,,,,
18/1/2023,4,1,,,,,
19/1/2023,0,0,,,,,
20/1/2023,7,0,,,,,
21/1/2023,2,0,,,,,
22/1/2023,0,0,,,,,
23/1/2023,0,0,,,,,
24/1/2023,0,0,,,,,
25/1/2023,1,0,,,,,
26/1/2023,3,3,,,,,
27/1/2023,2,0,,,,,
28/1/2023,2,1,,,,,
29/1/2023,0,0,,,,,
30/1/2023,2,0,,,,,
31/1/2023,0,0,,,,,
1/2/2023,0,0,,,,,
2/2/2023,0,0,,,,,
3/2/2023,0,0,,,,,
4/2/2023,1,0,,,,,
5/2/2023,0,0,,,,,
6/2/2023,1,1,,,,,
7/2/2023,2,0,,,,,
8/2/2023,0,0,,,,,
9/2/2023,0,0,,,,,
10/2/2023,4,0,,,,,
11/2/2023,1,0,,,,,
12/2/2023,0,0,,,,,
13/2/2023,1,0,,,,,
14/2/2023,1,0,,,,,
15/2/2023,1,1,,,,,
16/2/2023,0,0,,,,,
17/2/2023,0,0,,,,,
18/2/2023,1,0,,,,,
19/2/2023,1,0,,,,,
20/2/2023,1,1,,,,,
21/2/2023,0,0,,,,,
22/2/2023,0,0,,,,,
23/2/2023,0,0,,,,,
24/2/2023,0,0,,,,,
25/2/2023,0,0,,,,,
26/2/2023,0,0,,,,,
27/2/2023,0,0,,,,,
28/2/2023,1,0,,,,,
1/3/2023,2,1,,,,,
2/3/2023,5,2,,,,,
3/3/2023,0,0,,,,,
4/3/2023,0,0,,,,,
5/3/2023,1,0,,,,,
6/3/2023,0,0,,,,,
7/3/2023,0,0,,,,,
8/3/2023,1,1,,,,,
9/3/2023,0,0,,,,,
10/3/2023,0,0,,,,,
11/3/2023,0,0,,,,,
12/3/2023,1,0,,,,,
13/3/2023,0,0,,,,,
14/3/2023,2,1,,,,,
15/3/2023,1,0,,,,,
16/3/2023,1,1,,,,,
17/3/2023,0,0,,,,,
18/3/2023,0,0,,,,,
19/3/2023,0,0,,,,,
20/3/2023,2,0,,,,,
21/3/2023,0,0,,,,,
22/3/2023,1,0,,,,,
23/3/2023,0,0,,,,,
24/3/2023,3,0,,,,,
25/3/2023,1,0,,,,,
26/3/2023,0,0,,,,,
27/3/2023,2,0,,,,,
28/3/2023,1,0,,,,,
29/3/2023,1,1,,,,,
30/3/2023,0,0,,,,,
31/3/2023,0,0,,,,,
1/4/2023,1,0,,,,,
2/4/2023,0,0,,,,,
3/4/2023,2,0,,,,,
4/4/2023,3,0,,,,,
5/4/2023,1,0,,,,,
6/4/2023,5,0,,,,,
7/4/2023,1,0,,,,,
8/4/2023,0,0,,,,,
9/4/2023,0,0,,,,,
10/4/2023,1,1,,,,,
11/4/2023,1,0,,,,,
12/4/2023,0,0,,,,,
13/4/2023,0,0,,,,,
14/4/2023,1,1,,,,,
15/4/2023,1,0,,,,,
16/4/2023,0,0,,,,,
17/4/2023,3,0,,,,,
18/4/2023,4,0,,,,,
19/4/2023,2,0,,,,,
20/4/2023,0,0,,,,,
21/4/2023,1,0,,,,,
22/4/2023,1,0,,,,,
23/4/2023,0,0,,,,,
24/4/2023,0,0,,,,,
25/4/2023,3,0,,,,,
26/4/2023,3,1,,,,,
27/4/2023,4,1,,,,,
28/4/2023,2,0,,,,,
29/4/2023,0,0,,,,,
30/4/2023,1,0,,,,,
1/5/2023,2,0,,,,,
2/5/2023,4,1,,,,,
3/5/2023,5,1,,,,,
4/5/2023,1,0,,,,,
5/5/2023,3,1,,,,,
6/5/2023,2,0,,,,,
7/5/2023,0,0,,,,,
8/5/2023,2,0,,,,,
9/5/2023,4,2,,,,,
10/5/2023,4,1,,,,,
11/5/2023,5,0,,,,,
12/5/2023,2,1,,,,,
13/5/2023,5,0,,,,,
14/5/2023,1,0,,,,,
15/5/2023,4,0,,,,,
16/5/2023,8,3,,,,,
17/5/2023,3,2,,,,,
18/5/2023,2,0,,,,,
19/5/2023,3,0,,,,,
20/5/2023,3,2,,,,,
21/5/2023,5,0,,,,,
22/5/2023,1,0,,,,,
23/5/2023,2,0,,,,,
24/5/2023,2,0,,,,,
25/5/2023,2,1,,,,,
26/5/2023,4,0,,,,,
27/5/2023,1,0,,,,,
28/5/2023,0,0,,,,,
29/5/2023,4,0,,,,,
30/5/2023,4,1,,,,,
31/5/2023,3,1,,,,,
1/6/2023,2,0,,,,,
2/6/2023,2,2,,,,,
3/6/2023,0,0,,,,,
4/6/2023,3,0,,,,,
5/6/2023,0,0,,,,,
6/6/2023,1,0,,,,,
7/6/2023,2,1,,,,,
8/6/2023,1,0,,,,,
9/6/2023,2,0,,,,,
10/6/2023,1,0,,,,,
11/6/2023,3,1,,,,,
12/6/2023,2,0,,,,,
13/6/2023,0,0,,,,,
14/6/2023,1,0,,,,,
15/6/2023,1,0,,,,,
16/6/2023,3,1,,,,,
17/6/2023,0,0,,,,,
18/6/2023,0,0,,,,,
19/6/2023,2,0,,,,,
20/6/2023,3,0,,,,,
21/6/2023,2,0,,,,,
22/6/2023,0,0,,,,,
23/6/2023,3,0,,,,,
24/6/2023,1,0,,,,,
25/6/2023,0,0,,,,,
26/6/2023,0,0,,,,,
27/6/2023,0,0,,,,,
28/6/2023,0,0,,,,,
29/6/2023,0,0,,,,,
30/6/2023,0,0,,,,,
1/7/2023,2,0,,,,,
2/7/2023,0,0,,,,,
3/7/2023,0,0,,,,,
4/7/2023,2,1,,,,,
5/7/2023,0,0,,,,,
6/7/2023,2,1,,,,,
7/7/2023,2,0,,,,,
8/7/2023,0,0,,,,,
9/7/2023,0,0,,,,,
10/7/2023,0,0,,,,,
11/7/2023,2,1,,,,,
12/7/2023,0,0,,,,,
13/7/2023,0,0,,,,,
14/7/2023,0,0,,,,,
15/7/2023,0,0,,,,,
16/7/2023,0,0,,,,,
17/7/2023,0,0,,,,,
18/7/2023,0,0,,,,,
19/7/2023,1,0,,,,,
20/7/2023,1,0,,,,,
21/7/2023,0,0,,,,,
22/7/2023,1,0,,,,,
23/7/2023,0,0,,,,,
24/7/2023,1,0,,,,,
25/7/2023,0,0,,,,,
26/7/2023,0,0,,,,,
27/7/2023,0,0,,,,,
28/7/2023,0,0,,,,,
29/7/2023,0,0,,,,,
30/7/2023,0,0,,,,,
31/7/2023,0,0,,,,,
1/8/2023,0,0,,,,,
2/8/2023,0,0,,,,,
3/8/2023,0,0,,,,,
4/8/2023,1,1,,,,,
5/8/2023,0,0,,,,,
6/8/2023,0,0,,,,,
7/8/2023,0,0,,,,,
8/8/2023,0,0,,,,,
9/8/2023,0,0,,,,,
10/8/2023,0,0,,,,,
11/8/2023,0,0,,,,,
12/8/2023,0,0,,,,,
13/8/2023,0,0,,,,,
14/8/2023,0,0,,,,,
15/8/2023,0,0,,,,,
16/8/2023,0,0,,,,,
17/8/2023,0,0,,,,,
18/8/2023,0,0,,,,,
19/8/2023,0,0,,,,,
20/8/2023,0,0,,,,,
21/8/2023,0,0,,,,,
22/8/2023,0,0,,,,,
23/8/2023,0,0,,,,,
24/8/2023,0,0,,,,,
25/8/2023,0,0,,,,,
26/8/2023,0,0,,,,,
27/8/2023,0,0,,,,,
28/8/2023,0,0,,,,,
29/8/2023,0,0,,,,,
30/8/2023,0,0,,,,,
31/8/2023,0,0,,,,,
1/9/2023,0,0,,,,,
2/9/2023,0,0,,,,,
3/9/2023,1,0,,,,,
4/9/2023,1,0,,,,,
5/9/2023,0,0,,,,,
6/9/2023,0,0,,,,,
7/9/2023,0,0,,,,,
8/9/2023,0,0,,,,,
9/9/2023,0,0,,,,,
10/9/2023,0,0,,,,,
11/9/2023,0,0,,,,,
12/9/2023,1,0,,,,,
13/9/2023,0,0,,,,,
14/9/2023,3,0,,,,,
15/9/2023,0,0,,,,,
16/9/2023,0,0,,,,,
17/9/2023,1,0,,,,,
18/9/2023,0,0,,,,,
19/9/2023,0,0,,,,,
20/9/2023,0,0,,,,,
21/9/2023,0,0,,,,,
22/9/2023,0,0,,,,,
23/9/2023,0,0,,,,,
24/9/2023,0,0,,,,,
25/9/2023,0,0,,,,,
26/9/2023,2,2,,,,,
27/9/2023,0,0,,,,,
28/9/2023,0,0,,,,,
29/9/2023,1,0,,,,,
30/9/2023,0,0,,,,,
