date,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino1,cansino3,cansino4,pfizer,sinovac,astra,sinopharm,cansino
29/8/2023,5,0,34,16,2,1,20,13,0,0,0,0,0,0,0,0,0,0,0,55,36,0,0,0
30/8/2023,6,2,37,23,7,3,30,11,0,0,0,0,0,0,0,0,0,0,0,68,51,0,0,0
31/8/2023,7,2,13,12,2,2,8,4,0,0,0,0,0,0,0,0,0,0,0,34,16,0,0,0
1/9/2023,14,3,27,19,3,4,37,15,0,0,0,0,0,0,0,0,0,0,0,63,59,0,0,0
2/9/2023,10,12,25,6,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,53,7,0,0,0
3/9/2023,0,3,19,7,3,1,26,3,0,0,0,0,0,0,0,0,0,0,0,29,33,0,0,0
4/9/2023,5,0,22,11,1,0,18,6,0,0,0,0,0,0,0,0,0,0,0,38,25,0,0,0
5/9/2023,6,0,59,23,5,0,48,12,0,0,0,0,0,0,0,0,0,0,0,88,65,0,0,0
6/9/2023,14,11,29,27,4,1,25,5,0,0,0,0,0,0,0,0,0,0,0,81,35,0,0,0
7/9/2023,27,10,39,20,6,6,55,8,0,0,0,0,0,0,0,0,0,0,0,96,75,0,0,0
8/9/2023,6,13,77,14,7,1,35,8,0,0,0,0,0,0,0,0,0,0,0,110,51,0,0,0
9/9/2023,4,6,15,10,1,1,13,2,0,0,0,0,0,0,0,0,0,0,0,35,17,0,0,0
10/9/2023,1,4,22,7,1,1,29,6,0,0,0,0,0,0,0,0,0,0,0,34,37,0,0,0
11/9/2023,1,2,33,14,4,4,23,7,0,0,0,0,0,0,0,0,0,0,0,50,38,0,0,0
12/9/2023,3,1,38,13,2,3,20,16,0,0,0,0,0,0,0,0,0,0,0,55,41,0,0,0
13/9/2023,2,4,24,10,5,1,33,9,0,0,0,0,0,0,0,0,0,0,0,40,48,0,0,0
14/9/2023,18,19,42,15,6,3,34,7,0,0,0,0,0,0,0,0,0,0,0,94,50,0,0,0
15/9/2023,13,13,44,30,5,1,29,6,0,0,0,0,0,0,0,0,0,0,0,100,41,0,0,0
16/9/2023,2,4,24,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0
17/9/2023,3,3,15,18,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,0
18/9/2023,3,0,34,11,3,0,34,3,0,0,0,0,0,0,0,0,0,0,0,48,40,0,0,0
19/9/2023,5,5,24,15,1,6,27,6,0,0,0,0,0,0,0,0,0,0,0,49,40,0,0,0
20/9/2023,3,4,28,8,3,2,34,4,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0
21/9/2023,2,1,30,10,5,1,27,6,0,0,0,0,0,0,0,0,0,0,0,43,39,0,0,0
22/9/2023,16,4,74,22,6,2,34,7,0,0,0,0,0,0,0,0,0,0,0,116,49,0,0,0
23/9/2023,5,7,28,26,3,3,10,4,0,0,0,0,0,0,0,0,0,0,0,66,20,0,0,0
24/9/2023,4,2,42,15,4,4,17,3,0,0,0,0,0,0,0,0,0,0,0,63,28,0,0,0
25/9/2023,2,0,37,17,0,1,33,10,0,0,0,0,0,0,0,0,0,0,0,56,44,0,0,0
26/9/2023,4,6,56,17,0,81,41,9,0,0,0,0,0,0,0,0,0,0,0,83,131,0,0,0
27/9/2023,1,10,50,15,4,6,41,3,0,0,0,0,0,0,0,0,0,0,0,76,54,0,0,0
28/9/2023,2,0,11,5,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0
29/9/2023,8,8,47,16,5,3,43,8,0,0,0,0,0,0,0,0,0,0,0,79,59,0,0,0
30/9/2023,5,3,22,14,4,1,3,6,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,0
1/10/2023,2,2,24,11,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,39,16,0,0,0
2/10/2023,1,0,44,19,3,5,40,6,0,0,0,0,0,0,0,0,0,0,0,64,54,0,0,0
3/10/2023,0,0,33,16,1,3,35,6,0,0,0,0,0,0,0,0,0,0,0,49,45,0,0,0
4/10/2023,1,4,37,19,2,3,26,8,0,0,0,0,0,0,0,0,0,0,0,61,39,0,0,0
5/10/2023,26,1,33,18,1,0,40,8,0,0,1,0,0,0,0,0,0,0,0,78,49,1,0,0
