date,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino1,cansino3,cansino4,pfizer,sinovac,astra,sinopharm,cansino
22/12/2022,105,102,443,1555,11,9,20,20,0,0,0,0,0,0,0,0,0,0,0,2205,60,0,0,0
23/12/2022,187,237,394,1252,17,9,11,8,0,0,0,0,0,0,0,0,0,0,0,2070,45,0,0,0
24/12/2022,107,116,150,573,8,11,7,11,0,0,0,0,0,0,0,0,0,0,0,946,37,0,0,0
25/12/2022,26,57,62,163,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,308,9,0,0,0
26/12/2022,47,43,196,890,7,10,8,6,0,0,0,0,0,0,1,0,0,0,0,1176,31,0,1,0
27/12/2022,70,64,419,1212,27,16,10,20,0,0,1,0,0,0,0,0,0,0,0,1765,73,1,0,0
28/12/2022,73,100,377,1649,8,16,23,9,0,0,0,0,0,0,0,0,0,0,0,2199,56,0,0,0
29/12/2022,137,184,573,2391,14,10,15,31,0,0,0,0,2,1,0,0,0,0,0,3285,70,0,3,0
30/12/2022,237,272,523,2345,15,19,22,36,0,0,0,0,0,0,0,0,0,0,0,3377,92,0,0,0
31/12/2022,164,169,268,1750,28,63,11,32,0,0,0,0,3,0,2,0,0,0,0,2351,134,0,5,0
1/1/2023,31,27,158,1012,9,5,4,9,0,0,0,0,0,0,0,0,0,0,0,1228,27,0,0,0
2/1/2023,47,32,311,2545,8,9,20,13,0,0,0,0,0,0,0,0,0,0,0,2935,50,0,0,0
3/1/2023,45,29,460,3633,15,14,12,14,0,0,0,0,1,1,1,2,0,0,0,4167,55,0,5,0
4/1/2023,85,55,602,4839,7,14,13,28,0,0,0,0,0,0,0,0,0,0,0,5581,62,0,0,0
5/1/2023,119,97,867,6780,10,17,28,53,0,0,0,0,1,0,0,2,0,0,0,7863,108,0,3,0
6/1/2023,301,310,841,6177,16,7,17,40,0,0,0,0,0,0,0,1,1,1,0,7629,80,0,1,2
7/1/2023,301,238,525,4121,20,18,34,79,0,0,0,0,0,0,0,1,0,0,0,5185,151,0,1,0
8/1/2023,141,104,343,2767,11,9,7,40,0,0,0,0,0,0,1,4,0,0,0,3355,67,0,5,0
9/1/2023,99,58,775,7621,13,10,24,41,0,0,0,0,0,0,1,0,0,0,0,8553,88,0,1,0
10/1/2023,76,54,823,7463,20,15,32,47,0,0,0,0,0,0,0,0,0,0,0,8416,114,0,0,0
11/1/2023,78,72,898,8668,17,11,37,67,0,0,0,0,1,0,0,2,0,0,0,9716,132,0,3,0
12/1/2023,157,102,1139,10802,21,18,36,79,0,0,0,0,0,0,0,0,0,0,3,12200,154,0,0,3
13/1/2023,323,323,1198,11043,29,16,20,52,0,0,0,0,0,0,0,0,0,0,2,12887,117,0,0,2
14/1/2023,219,244,581,4536,28,14,13,31,0,0,1,0,0,0,2,0,0,0,0,5580,86,1,2,0
15/1/2023,115,114,467,3442,13,4,10,15,0,0,0,0,0,0,0,0,0,0,0,4138,42,0,0,0
16/1/2023,64,60,826,6680,11,7,21,31,0,0,0,0,0,0,1,0,0,0,1,7630,70,0,1,1
17/1/2023,69,63,900,7050,12,7,24,30,0,0,0,0,0,1,0,0,0,0,0,8082,73,0,1,0
18/1/2023,91,87,975,6263,18,6,21,107,0,0,0,0,1,0,2,0,0,0,1,7416,152,0,3,1
19/1/2023,131,102,1244,7924,10,19,25,28,0,0,0,0,0,2,0,0,0,0,0,9401,82,0,2,0
20/1/2023,204,192,1426,7485,22,20,13,19,0,0,0,0,0,0,0,0,0,0,0,9307,74,0,0,0
21/1/2023,101,101,336,2012,8,7,10,6,0,0,0,0,0,0,0,0,0,0,0,2550,31,0,0,0
22/1/2023,20,27,101,761,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,909,11,0,0,0
23/1/2023,20,17,279,1617,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1933,7,0,0,0
24/1/2023,33,31,510,2047,2,10,10,1,0,0,1,0,0,0,0,0,0,0,0,2621,23,1,0,0
25/1/2023,290,62,743,3927,3,9,13,15,3,1,0,0,0,0,0,0,0,0,0,5022,40,4,0,0
26/1/2023,216,70,899,4358,11,15,17,13,0,0,0,0,0,1,0,0,0,0,0,5543,56,0,1,0
27/1/2023,163,164,669,4194,6,11,13,33,0,0,1,0,0,0,0,0,0,0,0,5190,63,1,0,0
28/1/2023,89,156,362,1793,4,14,76,16,0,0,0,0,0,0,1,0,0,0,0,2400,110,0,1,0
29/1/2023,63,87,466,1522,7,10,44,6,0,0,0,0,0,0,0,0,0,0,0,2138,67,0,0,0
30/1/2023,59,62,515,2999,8,14,18,9,0,0,0,0,0,0,0,0,0,0,0,3635,49,0,0,0
31/1/2023,45,102,591,3171,10,23,17,18,0,0,0,0,0,0,0,0,0,0,0,3909,68,0,0,0
1/2/2023,52,33,405,1711,12,6,19,10,0,0,0,0,0,0,0,0,0,0,0,2201,47,0,0,0
2/2/2023,63,89,480,2019,10,16,25,29,0,0,1,0,0,1,1,0,0,0,0,2651,80,1,2,0
3/2/2023,131,221,534,2238,160,16,19,17,0,0,0,0,0,0,0,0,0,0,0,3124,212,0,0,0
4/2/2023,141,167,289,740,14,27,13,7,0,0,0,0,1,3,0,0,0,0,0,1337,61,0,4,0
5/2/2023,86,67,190,491,3,10,3,6,0,0,0,0,0,0,0,0,0,0,0,834,22,0,0,0
6/2/2023,46,45,333,955,9,14,22,6,0,0,0,0,4,0,0,0,0,0,0,1379,51,0,4,0
7/2/2023,105,31,332,1277,14,6,18,9,0,0,0,0,0,0,1,0,0,0,0,1745,47,0,1,0
8/2/2023,74,51,384,1087,4,8,19,21,0,0,0,0,0,1,0,0,0,0,0,1596,52,0,1,0
9/2/2023,73,85,502,1214,15,8,23,16,0,0,0,0,0,0,0,0,0,0,0,1874,62,0,0,0
10/2/2023,164,250,649,1563,10,12,4,14,0,0,0,0,0,0,0,0,0,0,0,2626,40,0,0,0
11/2/2023,112,164,324,663,3,17,10,12,0,0,0,0,0,0,0,0,0,0,0,1263,42,0,0,0
12/2/2023,54,84,213,516,3,4,11,9,0,0,0,0,0,0,0,2,0,0,0,867,27,0,2,0
13/2/2023,27,73,386,811,10,17,60,11,0,0,1,0,0,1,1,0,0,0,0,1297,98,1,2,0
14/2/2023,61,60,326,781,2,7,14,11,0,0,0,0,0,0,1,0,0,0,0,1228,34,0,1,0
15/2/2023,45,46,398,836,11,10,10,6,0,0,0,0,1,0,0,0,0,0,0,1325,37,0,1,0
16/2/2023,67,79,595,964,9,4,11,9,0,0,0,0,0,0,0,0,0,0,0,1705,33,0,0,0
17/2/2023,219,169,654,1712,8,14,21,11,0,0,0,0,1,2,0,0,0,0,0,2754,54,0,3,0
18/2/2023,142,120,332,348,6,10,9,7,0,0,0,0,0,0,0,0,0,0,0,942,32,0,0,0
19/2/2023,37,62,201,223,0,2,10,5,0,0,0,0,0,0,0,0,0,0,0,523,17,0,0,0
20/2/2023,54,33,311,531,7,13,12,16,0,0,0,0,0,0,0,0,0,0,0,929,48,0,0,0
21/2/2023,74,89,298,472,12,8,29,8,0,0,0,0,0,0,0,0,0,0,0,933,57,0,0,0
22/2/2023,53,30,238,432,6,9,10,18,0,0,0,0,1,0,0,0,0,0,0,753,43,0,1,0
23/2/2023,156,114,405,682,23,9,45,26,0,0,0,0,0,0,0,0,0,0,0,1357,103,0,0,0
24/2/2023,167,188,521,1215,86,45,15,13,0,0,0,0,1,0,0,0,0,0,0,2091,159,0,1,0
25/2/2023,108,144,245,206,14,8,12,8,0,0,0,0,0,0,0,0,0,0,0,703,42,0,0,0
26/2/2023,43,53,255,281,4,4,6,1,0,0,0,0,0,0,0,0,0,0,0,632,15,0,0,0
27/2/2023,68,32,257,388,7,4,6,5,0,0,0,0,0,0,0,0,0,0,0,745,22,0,0,0
28/2/2023,61,54,268,477,8,7,11,6,0,0,0,0,0,0,0,0,0,0,0,860,32,0,0,0
1/3/2023,100,46,277,525,10,6,74,7,0,0,0,0,0,0,0,0,0,0,0,948,97,0,0,0
2/3/2023,59,72,353,413,7,6,24,7,0,0,0,0,0,0,0,0,0,0,0,897,44,0,0,0
3/3/2023,130,149,464,475,15,7,14,14,0,0,0,0,0,0,0,0,0,0,0,1218,50,0,0,0
4/3/2023,83,159,230,228,10,10,7,11,0,0,0,0,0,0,0,0,0,0,0,700,38,0,0,0
5/3/2023,44,67,147,149,5,5,8,4,0,0,0,0,0,0,0,0,0,0,0,407,22,0,0,0
6/3/2023,36,38,225,217,5,11,5,4,0,0,0,0,0,0,0,0,0,0,0,516,25,0,0,0
7/3/2023,37,58,251,210,7,6,21,6,0,0,0,0,0,0,0,0,0,0,0,556,40,0,0,0
8/3/2023,51,45,261,302,3,7,12,7,0,0,0,0,0,1,0,0,0,0,0,659,29,0,1,0
9/3/2023,71,75,369,374,11,5,19,3,0,0,0,0,1,0,1,0,0,0,0,889,38,0,2,0
10/3/2023,84,176,461,410,13,11,18,11,0,0,0,0,0,0,0,1,0,0,0,1131,53,0,1,0
11/3/2023,72,123,166,178,7,7,11,11,0,0,0,0,0,1,1,0,0,0,0,539,36,0,2,0
12/3/2023,43,79,151,100,4,2,13,3,0,0,0,0,0,0,0,0,0,0,0,373,22,0,0,0
13/3/2023,40,59,258,196,6,16,21,3,0,0,0,0,0,0,0,0,0,0,0,553,46,0,0,0
14/3/2023,32,58,259,255,3,2,11,1,0,0,0,0,0,0,0,0,0,0,0,604,17,0,0,0
15/3/2023,50,57,233,286,9,6,7,2,0,0,0,0,0,0,0,0,0,0,0,626,24,0,0,0
16/3/2023,70,109,310,277,12,7,14,3,0,0,0,0,0,0,0,0,0,0,0,766,36,0,0,0
17/3/2023,104,166,416,343,6,6,17,19,0,0,0,0,0,1,1,0,0,0,0,1029,48,0,2,0
18/3/2023,71,144,173,442,6,10,11,5,0,0,0,0,0,0,0,0,0,0,0,830,32,0,0,0
19/3/2023,14,36,95,74,4,6,9,2,0,0,0,0,0,0,0,0,0,0,0,219,21,0,0,0
20/3/2023,25,24,173,179,7,10,16,7,0,0,0,0,0,0,0,0,0,0,0,401,40,0,0,0
21/3/2023,26,39,205,213,0,9,13,4,0,0,0,0,0,0,0,0,0,0,0,483,26,0,0,0
22/3/2023,16,27,228,196,74,37,13,3,0,0,0,0,0,0,0,0,0,0,0,467,127,0,0,0
23/3/2023,23,37,170,118,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,348,14,0,0,0
24/3/2023,82,122,300,217,3,11,11,0,0,0,0,0,0,0,1,0,0,0,0,721,25,0,1,0
25/3/2023,41,73,163,93,5,5,11,1,0,0,0,0,0,0,0,0,0,0,0,370,22,0,0,0
26/3/2023,30,37,155,51,2,7,10,1,0,0,0,0,0,0,0,0,0,0,0,273,20,0,0,0
27/3/2023,66,19,293,139,11,7,16,3,0,0,0,0,0,0,0,0,0,0,0,517,37,0,0,0
28/3/2023,27,23,335,157,8,2,14,0,0,0,0,0,0,0,3,0,0,0,0,542,24,0,3,0
29/3/2023,19,39,292,146,3,7,16,2,0,0,0,0,0,1,0,0,0,0,0,496,28,0,1,0
30/3/2023,39,76,376,172,3,5,33,1,0,0,0,0,0,1,0,0,0,0,0,663,42,0,1,0
31/3/2023,61,90,336,253,9,10,9,8,0,0,0,0,0,0,0,0,0,0,0,740,36,0,0,0
1/4/2023,46,95,162,112,2,7,6,2,0,0,0,0,0,0,2,0,0,0,0,415,17,0,2,0
2/4/2023,15,71,141,83,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,310,15,0,0,0
3/4/2023,32,20,207,107,7,3,16,6,0,0,0,0,0,0,0,0,0,0,0,366,32,0,0,0
4/4/2023,35,67,172,113,2,3,14,3,0,0,0,0,0,0,0,0,0,0,0,387,22,0,0,0
5/4/2023,27,34,232,162,6,0,22,6,0,0,0,0,0,0,0,0,0,0,0,455,34,0,0,0
6/4/2023,56,38,292,173,6,9,27,4,0,0,0,0,0,0,0,0,0,0,0,559,46,0,0,0
7/4/2023,37,64,237,136,9,7,12,7,0,0,0,0,0,0,0,0,0,0,0,474,35,0,0,0
8/4/2023,43,71,108,64,2,7,14,2,0,0,0,0,0,0,1,0,0,0,0,286,25,0,1,0
9/4/2023,19,28,111,50,3,8,23,1,0,0,0,0,0,0,0,0,0,0,0,208,35,0,0,0
10/4/2023,19,10,264,114,3,6,21,17,0,0,0,0,0,0,1,0,0,0,0,407,47,0,1,0
11/4/2023,27,25,325,105,6,2,22,4,0,0,0,0,0,0,1,0,0,0,0,482,34,0,1,0
12/4/2023,35,21,284,137,9,3,21,6,0,0,0,0,0,0,0,0,0,0,0,477,39,0,0,0
13/4/2023,32,39,306,159,9,5,28,11,0,0,0,0,0,0,0,0,0,0,0,536,53,0,0,0
14/4/2023,52,151,311,159,8,5,15,4,0,0,0,0,0,0,0,0,0,0,0,673,32,0,0,0
15/4/2023,35,72,131,82,3,14,7,7,0,0,0,0,0,0,1,0,0,0,0,320,31,0,1,0
16/4/2023,26,28,159,44,5,2,25,1,0,0,0,0,0,0,0,0,0,0,0,257,33,0,0,0
17/4/2023,7,22,224,120,56,5,14,3,0,0,0,0,0,0,0,0,0,0,0,373,78,0,0,0
18/4/2023,16,23,222,125,1,13,13,1,0,0,0,0,0,0,1,0,0,0,0,386,28,0,1,0
19/4/2023,16,20,231,113,8,5,21,6,0,0,0,0,0,0,0,0,0,0,0,380,40,0,0,0
20/4/2023,24,109,225,214,5,0,16,3,0,0,0,0,0,0,1,0,0,0,0,572,24,0,1,0
21/4/2023,39,95,54,45,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,233,7,0,1,0
22/4/2023,8,46,25,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,0,0,0
23/4/2023,9,15,26,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0
24/4/2023,5,7,51,64,3,5,4,1,0,0,1,0,0,0,0,0,0,0,0,127,13,1,0,0
25/4/2023,13,43,171,79,1,0,15,8,0,0,0,0,0,0,0,0,0,0,0,306,24,0,0,0
26/4/2023,12,48,235,107,6,5,24,22,0,0,0,0,0,0,0,0,0,0,0,402,57,0,0,0
27/4/2023,12,40,374,253,2,4,24,14,0,0,0,0,0,0,0,0,0,0,0,679,44,0,0,0
28/4/2023,59,157,360,229,14,4,23,11,0,0,0,0,1,0,0,0,0,0,0,805,52,0,1,0
29/4/2023,64,52,166,104,8,3,11,8,0,0,0,0,0,0,0,0,0,0,0,386,30,0,0,0
30/4/2023,41,51,235,98,11,5,50,22,0,0,0,0,0,0,0,0,0,0,0,425,88,0,0,0
1/5/2023,24,1,13,39,7,6,10,10,0,0,0,0,0,0,0,0,0,0,0,77,33,0,0,0
2/5/2023,19,26,44,30,14,9,118,25,0,0,0,0,0,0,0,0,0,0,0,119,166,0,0,0
3/5/2023,10,16,50,63,14,12,180,40,0,0,0,0,0,1,0,0,0,0,0,139,246,0,1,0
4/5/2023,5,11,46,47,2,5,43,17,0,0,0,0,0,0,0,0,0,0,0,109,67,0,0,0
5/5/2023,94,94,162,96,9,10,145,48,0,0,0,0,0,0,0,0,0,0,0,446,212,0,0,0
6/5/2023,38,41,57,39,10,5,32,10,0,0,0,0,0,0,0,0,0,0,0,175,57,0,0,0
7/5/2023,16,27,46,23,7,4,119,15,0,0,0,0,0,0,0,0,0,0,0,112,145,0,0,0
8/5/2023,17,20,82,134,28,5,190,40,0,0,0,0,0,0,0,0,0,0,0,253,263,0,0,0
9/5/2023,18,18,99,36,244,7,202,41,0,0,0,0,0,0,4,0,0,0,0,171,494,0,4,0
10/5/2023,9,35,71,62,117,8,176,48,0,0,0,0,0,0,0,0,0,0,0,177,349,0,0,0
11/5/2023,29,41,131,79,12,8,233,136,0,0,0,0,0,0,0,3,0,0,0,280,389,0,3,0
12/5/2023,32,79,115,90,13,5,133,57,0,0,0,0,0,0,0,0,0,0,0,316,208,0,0,0
13/5/2023,47,61,76,45,12,5,59,67,0,0,0,0,0,0,0,0,0,0,0,229,143,0,0,0
14/5/2023,20,18,44,17,9,6,105,34,0,0,0,0,0,0,0,0,0,0,0,99,154,0,0,0
15/5/2023,6,19,88,59,13,10,163,63,0,0,0,0,0,0,0,1,0,0,0,172,249,0,1,0
16/5/2023,15,10,79,52,5,6,149,52,0,0,0,0,0,0,0,1,0,0,0,156,212,0,1,0
17/5/2023,8,23,47,109,10,8,130,30,0,0,0,0,0,0,0,0,0,0,0,187,178,0,0,0
18/5/2023,21,25,97,73,5,1,163,36,0,0,0,0,0,0,0,0,0,0,0,216,205,0,0,0
19/5/2023,26,73,103,70,11,6,126,35,0,0,0,0,0,1,1,0,0,0,0,272,178,0,2,0
20/5/2023,41,55,72,37,7,4,55,56,0,0,0,0,0,0,0,0,0,0,0,205,122,0,0,0
21/5/2023,15,9,34,18,5,4,81,28,0,0,0,0,0,0,0,0,0,0,0,76,118,0,0,0
22/5/2023,6,8,57,39,7,5,104,30,0,0,0,0,0,0,2,0,0,0,0,110,146,0,2,0
23/5/2023,226,23,69,40,8,12,108,34,0,0,0,0,0,0,0,0,0,0,0,358,162,0,0,0
24/5/2023,64,8,42,28,13,8,109,35,0,0,0,0,0,0,0,0,0,0,0,142,165,0,0,0
25/5/2023,222,36,107,75,11,5,86,34,0,0,0,0,0,0,0,6,0,0,0,440,136,0,6,0
26/5/2023,61,84,79,88,8,12,74,40,0,0,0,0,0,0,0,0,0,0,0,312,134,0,0,0
27/5/2023,32,37,50,23,9,8,53,24,0,0,0,0,0,0,0,0,0,0,0,142,94,0,0,0
28/5/2023,38,35,50,155,9,6,41,29,0,0,0,0,0,0,0,0,0,0,0,278,85,0,0,0
29/5/2023,3,28,57,63,14,4,99,29,0,0,0,0,0,0,0,0,0,0,0,151,146,0,0,0
30/5/2023,13,25,59,69,20,4,86,23,0,0,0,0,0,0,0,0,0,0,0,166,133,0,0,0
31/5/2023,111,33,49,65,11,11,79,38,0,0,0,0,0,0,0,0,0,0,0,258,139,0,0,0
1/6/2023,106,13,3,4,12,4,121,32,0,0,0,0,0,0,0,0,0,0,0,126,169,0,0,0
2/6/2023,44,19,18,0,22,5,114,78,0,0,0,0,0,0,0,0,0,0,0,81,219,0,0,0
3/6/2023,22,25,19,2,6,16,120,556,0,0,0,0,0,0,0,0,0,0,0,68,698,0,0,0
4/6/2023,10,10,7,0,57,5,63,19,0,0,0,0,0,0,0,0,0,0,0,27,144,0,0,0
5/6/2023,0,0,6,0,2,2,19,11,0,0,0,0,0,0,0,0,0,0,0,6,34,0,0,0
6/6/2023,1,18,1,3,10,11,98,30,0,0,0,0,0,0,0,0,0,0,0,23,149,0,0,0
7/6/2023,2,13,1,6,15,8,189,64,0,0,0,0,0,0,0,0,0,0,0,22,276,0,0,0
8/6/2023,6,16,31,4,25,8,118,35,0,0,0,0,0,0,0,0,0,0,0,57,186,0,0,0
9/6/2023,16,24,12,0,16,9,85,37,0,0,0,0,0,0,0,0,0,0,0,52,147,0,0,0
10/6/2023,12,22,11,0,3,2,60,26,0,0,0,0,0,0,0,0,0,0,0,45,91,0,0,0
11/6/2023,8,10,4,0,4,7,63,17,0,0,0,0,0,0,0,0,0,0,0,22,91,0,0,0
12/6/2023,1,1,0,0,12,6,87,51,0,0,0,0,0,0,0,0,0,0,0,2,156,0,0,0
13/6/2023,0,2,0,0,55,4,130,30,0,0,0,0,0,0,0,0,0,0,0,2,219,0,0,0
14/6/2023,4,5,3,1,48,6,109,43,0,0,0,0,0,0,0,0,0,0,0,13,206,0,0,0
15/6/2023,2,17,1,0,9,8,78,45,0,0,0,0,0,0,0,0,0,0,0,20,140,0,0,0
16/6/2023,19,30,8,0,20,6,141,50,0,0,0,0,0,0,0,0,0,0,0,57,217,0,0,0
17/6/2023,19,22,7,0,12,6,57,17,0,0,0,0,0,0,0,0,0,0,0,48,92,0,0,0
18/6/2023,7,11,0,0,8,11,55,15,0,0,0,0,0,0,0,0,0,0,0,18,89,0,0,0
19/6/2023,10,4,8,0,35,7,85,26,0,0,0,0,0,0,0,0,0,0,0,22,153,0,0,0
20/6/2023,2,4,0,0,28,14,111,38,0,0,0,0,0,0,0,0,0,0,0,6,191,0,0,0
21/6/2023,2,1,0,0,7,13,82,45,0,0,0,0,0,0,0,0,0,0,0,3,147,0,0,0
22/6/2023,5,11,2,0,3,6,114,36,0,0,0,0,0,0,0,0,0,0,0,18,159,0,0,0
23/6/2023,23,42,21,0,53,12,124,43,0,0,0,0,0,0,0,0,0,0,0,86,232,0,0,0
24/6/2023,14,22,9,1,6,8,45,32,0,0,0,0,0,0,0,0,0,0,0,46,91,0,0,0
25/6/2023,10,23,6,0,6,7,53,22,0,0,0,0,0,0,0,0,0,0,0,39,88,0,0,0
26/6/2023,2,5,2,0,8,7,84,10,0,0,0,0,0,0,0,0,0,0,0,9,109,0,0,0
27/6/2023,1,12,2,2,8,5,117,42,0,0,0,0,0,0,0,0,0,0,0,17,172,0,0,0
28/6/2023,6,11,8,0,9,8,80,27,0,0,0,0,0,0,0,0,0,0,0,25,124,0,0,0
29/6/2023,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
30/6/2023,9,56,15,0,8,3,95,30,0,0,0,0,0,0,0,0,0,0,0,80,136,0,0,0
1/7/2023,0,0,1,0,6,7,32,11,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,0
2/7/2023,0,0,0,0,0,4,80,20,0,0,0,0,1,0,0,0,0,0,0,0,104,0,1,0
3/7/2023,0,0,0,0,5,23,190,43,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0
4/7/2023,0,1,0,0,10,12,141,40,0,0,0,0,0,0,0,0,0,0,0,1,203,0,0,0
5/7/2023,0,0,0,0,21,11,129,30,0,0,0,0,0,1,0,0,0,0,0,0,191,0,1,0
6/7/2023,0,0,0,0,23,34,234,41,0,0,0,0,0,0,0,1,0,0,0,0,332,0,1,0
7/7/2023,0,2,0,0,8,21,136,35,0,0,0,0,0,0,0,0,0,0,0,2,200,0,0,0
8/7/2023,1,1,0,0,6,15,44,23,0,0,0,0,0,0,1,0,0,0,0,2,88,0,1,0
9/7/2023,0,0,0,0,2,4,57,19,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0
10/7/2023,0,0,0,0,11,14,84,31,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0
11/7/2023,0,0,0,0,11,11,88,28,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0
12/7/2023,0,0,0,0,10,8,108,62,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0
13/7/2023,0,0,0,0,4,10,51,22,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
14/7/2023,0,0,3,0,1,7,50,27,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0
15/7/2023,0,0,0,0,6,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
16/7/2023,0,0,0,0,1,2,19,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
17/7/2023,0,0,0,0,205,6,38,7,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0
18/7/2023,0,0,0,0,6,7,54,18,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
19/7/2023,0,0,0,0,3,3,15,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
20/7/2023,3,0,0,0,5,7,49,24,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,0
21/7/2023,0,0,0,0,5,4,83,24,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0
22/7/2023,0,0,0,0,2,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
23/7/2023,0,0,0,0,0,4,23,13,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
24/7/2023,0,0,0,0,3,3,65,22,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0
25/7/2023,0,0,0,0,2,5,55,24,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
26/7/2023,1,0,0,0,23,13,80,29,0,0,0,0,0,0,0,0,0,0,0,1,145,0,0,0
27/7/2023,0,0,0,0,1,12,71,23,0,0,0,0,0,0,3,0,0,0,0,0,107,0,3,0
28/7/2023,0,0,0,0,10,22,143,22,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0
29/7/2023,0,0,0,0,0,10,23,10,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
30/7/2023,0,0,0,0,5,3,46,20,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0
31/7/2023,0,0,0,0,4,2,60,27,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0
1/8/2023,1,1,0,0,5,3,33,12,0,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0
2/8/2023,1,0,0,0,2,7,40,8,0,0,0,0,0,0,0,0,0,0,0,1,57,0,0,0
3/8/2023,0,0,1,0,2,1,52,9,0,0,0,0,0,0,0,1,0,0,0,1,64,0,1,0
4/8/2023,0,0,0,0,7,7,59,25,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0
5/8/2023,0,0,0,0,1,2,19,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
6/8/2023,0,0,0,0,3,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
7/8/2023,0,0,0,0,3,9,60,13,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0
8/8/2023,0,2,0,1,2,4,41,29,0,0,0,0,0,0,0,0,0,0,0,3,76,0,0,0
9/8/2023,1,1,10,4,3,4,48,23,0,0,0,0,0,0,0,0,0,0,0,16,78,0,0,0
10/8/2023,3,0,4,7,6,2,68,18,0,0,0,0,0,0,0,0,0,0,0,14,94,0,0,0
11/8/2023,6,7,35,11,8,12,51,25,0,0,0,0,0,0,0,0,0,0,0,59,96,0,0,0
12/8/2023,7,5,6,5,2,0,10,2,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0
13/8/2023,2,2,17,5,1,1,17,14,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,0
14/8/2023,1,0,12,5,0,0,26,13,0,0,0,0,0,0,0,0,0,0,0,18,39,0,0,0
15/8/2023,0,3,24,13,0,0,25,11,0,0,0,0,0,0,0,0,0,0,0,40,36,0,0,0
16/8/2023,4,2,29,13,3,1,35,13,0,0,0,0,0,0,0,0,0,0,0,48,52,0,0,0
17/8/2023,10,7,46,15,3,2,37,16,0,0,0,0,0,0,0,0,0,0,0,78,58,0,0,0
18/8/2023,10,16,52,22,3,5,36,15,0,0,0,0,0,0,0,0,0,0,0,100,59,0,0,0
19/8/2023,7,4,20,6,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,37,10,0,0,0
20/8/2023,0,2,18,6,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0
21/8/2023,2,1,19,13,2,3,24,6,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0
22/8/2023,7,1,25,11,0,2,23,12,0,0,0,0,0,0,0,0,0,0,0,44,37,0,0,0
23/8/2023,2,4,26,17,4,2,9,4,0,0,0,0,1,0,0,0,0,0,0,49,19,0,1,0
24/8/2023,6,1,27,10,2,0,37,10,0,0,0,0,0,0,0,0,0,0,0,44,49,0,0,0
25/8/2023,25,12,52,21,2,0,20,4,0,0,0,0,0,0,0,0,0,0,0,110,26,0,0,0
26/8/2023,7,7,32,9,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,55,17,0,0,0
27/8/2023,3,4,6,4,0,2,37,8,0,0,0,0,0,0,0,0,0,0,0,17,47,0,0,0
28/8/2023,4,11,16,22,3,3,18,10,0,0,0,0,0,0,0,0,0,0,0,53,34,0,0,0
