date,state,cases_recovered,cases_active
23/7/2020,W.P. Putrajaya,0,1
24/7/2020,Johor,0,20
24/7/2020,Kedah,1,2
24/7/2020,Kelantan,0,2
24/7/2020,Melaka,0,2
24/7/2020,Negeri Sembilan,1,2
24/7/2020,Pahang,0,4
24/7/2020,Perak,0,4
24/7/2020,Perlis,0,0
24/7/2020,Pulau Pinang,0,0
24/7/2020,Sabah,0,6
24/7/2020,Sarawak,0,67
24/7/2020,Selangor,1,36
24/7/2020,Terengganu,0,3
24/7/2020,W.P. Kuala Lumpur,0,13
24/7/2020,W.P. Labuan,0,0
24/7/2020,W.P. Putrajaya,0,1
25/7/2020,Johor,0,30
25/7/2020,Kedah,0,2
25/7/2020,Kelantan,0,2
25/7/2020,Melaka,1,1
25/7/2020,Negeri Sembilan,0,2
25/7/2020,Pahang,0,4
25/7/2020,Perak,0,4
25/7/2020,Perlis,0,0
25/7/2020,Pulau Pinang,0,0
25/7/2020,Sabah,1,5
25/7/2020,Sarawak,5,70
25/7/2020,Selangor,7,32
25/7/2020,Terengganu,0,3
25/7/2020,W.P. Kuala Lumpur,2,12
25/7/2020,W.P. Labuan,0,1
25/7/2020,W.P. Putrajaya,1,0
26/7/2020,Johor,0,37
26/7/2020,Kedah,0,2
26/7/2020,Kelantan,0,3
26/7/2020,Melaka,0,1
26/7/2020,Negeri Sembilan,0,2
26/7/2020,Pahang,0,5
26/7/2020,Perak,0,4
26/7/2020,Perlis,0,0
26/7/2020,Pulau Pinang,0,0
26/7/2020,Sabah,0,6
26/7/2020,Sarawak,2,68
26/7/2020,Selangor,2,30
26/7/2020,Terengganu,0,3
26/7/2020,W.P. Kuala Lumpur,2,12
26/7/2020,W.P. Labuan,0,1
26/7/2020,W.P. Putrajaya,0,0
27/7/2020,Johor,0,37
27/7/2020,Kedah,0,2
27/7/2020,Kelantan,0,3
27/7/2020,Melaka,0,1
27/7/2020,Negeri Sembilan,0,2
27/7/2020,Pahang,0,5
27/7/2020,Perak,0,4
27/7/2020,Perlis,0,0
27/7/2020,Pulau Pinang,0,0
27/7/2020,Sabah,1,9
27/7/2020,Sarawak,0,68
27/7/2020,Selangor,0,31
27/7/2020,Terengganu,0,3
27/7/2020,W.P. Kuala Lumpur,0,14
27/7/2020,W.P. Labuan,0,1
27/7/2020,W.P. Putrajaya,0,0
28/7/2020,Johor,0,37
28/7/2020,Kedah,0,8
28/7/2020,Kelantan,2,1
28/7/2020,Melaka,0,1
28/7/2020,Negeri Sembilan,0,2
28/7/2020,Pahang,0,5
28/7/2020,Perak,0,4
28/7/2020,Perlis,0,0
28/7/2020,Pulau Pinang,0,0
28/7/2020,Sabah,1,11
28/7/2020,Sarawak,2,91
28/7/2020,Selangor,1,30
28/7/2020,Terengganu,0,3
28/7/2020,W.P. Kuala Lumpur,0,18
28/7/2020,W.P. Labuan,0,2
28/7/2020,W.P. Putrajaya,0,0
29/7/2020,Johor,0,38
29/7/2020,Kedah,0,8
29/7/2020,Kelantan,0,1
29/7/2020,Melaka,0,1
29/7/2020,Negeri Sembilan,0,2
29/7/2020,Pahang,0,5
29/7/2020,Perak,0,4
29/7/2020,Perlis,0,1
29/7/2020,Pulau Pinang,0,0
29/7/2020,Sabah,0,11
29/7/2020,Sarawak,1,92
29/7/2020,Selangor,3,28
29/7/2020,Terengganu,1,2
29/7/2020,W.P. Kuala Lumpur,0,25
29/7/2020,W.P. Labuan,0,2
29/7/2020,W.P. Putrajaya,0,0
30/7/2020,Johor,0,39
30/7/2020,Kedah,0,9
30/7/2020,Kelantan,0,1
30/7/2020,Melaka,0,1
30/7/2020,Negeri Sembilan,0,2
30/7/2020,Pahang,0,5
30/7/2020,Perak,0,4
30/7/2020,Perlis,0,1
30/7/2020,Pulau Pinang,0,0
30/7/2020,Sabah,0,15
30/7/2020,Sarawak,1,91
30/7/2020,Selangor,3,26
30/7/2020,Terengganu,0,2
30/7/2020,W.P. Kuala Lumpur,1,25
30/7/2020,W.P. Labuan,0,2
30/7/2020,W.P. Putrajaya,0,0
31/7/2020,Johor,2,40
31/7/2020,Kedah,0,11
31/7/2020,Kelantan,1,0
31/7/2020,Melaka,1,0
31/7/2020,Negeri Sembilan,0,3
31/7/2020,Pahang,0,5
31/7/2020,Perak,0,4
31/7/2020,Perlis,0,1
31/7/2020,Pulau Pinang,0,0
31/7/2020,Sabah,0,16
31/7/2020,Sarawak,14,78
31/7/2020,Selangor,6,21
31/7/2020,Terengganu,2,0
31/7/2020,W.P. Kuala Lumpur,1,27
31/7/2020,W.P. Labuan,0,2
31/7/2020,W.P. Putrajaya,0,0
1/8/2020,Johor,0,40
1/8/2020,Kedah,0,12
1/8/2020,Kelantan,0,0
1/8/2020,Melaka,0,0
1/8/2020,Negeri Sembilan,0,3
1/8/2020,Pahang,0,5
1/8/2020,Perak,0,6
1/8/2020,Perlis,0,1
1/8/2020,Pulau Pinang,0,0
1/8/2020,Sabah,0,16
1/8/2020,Sarawak,3,75
1/8/2020,Selangor,0,27
1/8/2020,Terengganu,0,0
1/8/2020,W.P. Kuala Lumpur,0,27
1/8/2020,W.P. Labuan,0,2
1/8/2020,W.P. Putrajaya,0,0
2/8/2020,Johor,0,40
2/8/2020,Kedah,0,23
2/8/2020,Kelantan,0,0
2/8/2020,Melaka,0,0
2/8/2020,Negeri Sembilan,0,3
2/8/2020,Pahang,0,5
2/8/2020,Perak,2,4
2/8/2020,Perlis,0,1
2/8/2020,Pulau Pinang,0,0
2/8/2020,Sabah,1,17
2/8/2020,Sarawak,9,66
2/8/2020,Selangor,2,26
2/8/2020,Terengganu,0,0
2/8/2020,W.P. Kuala Lumpur,3,24
2/8/2020,W.P. Labuan,0,2
2/8/2020,W.P. Putrajaya,0,0
3/8/2020,Johor,0,40
3/8/2020,Kedah,0,24
3/8/2020,Kelantan,0,0
3/8/2020,Melaka,0,0
3/8/2020,Negeri Sembilan,0,3
3/8/2020,Pahang,0,5
3/8/2020,Perak,0,4
3/8/2020,Perlis,0,1
3/8/2020,Pulau Pinang,0,0
3/8/2020,Sabah,1,16
3/8/2020,Sarawak,3,63
3/8/2020,Selangor,0,26
3/8/2020,Terengganu,0,0
3/8/2020,W.P. Kuala Lumpur,0,24
3/8/2020,W.P. Labuan,0,3
3/8/2020,W.P. Putrajaya,0,0
4/8/2020,Johor,3,37
4/8/2020,Kedah,0,24
4/8/2020,Kelantan,0,0
4/8/2020,Melaka,0,0
4/8/2020,Negeri Sembilan,1,2
4/8/2020,Pahang,0,5
4/8/2020,Perak,0,4
4/8/2020,Perlis,0,2
4/8/2020,Pulau Pinang,0,0
4/8/2020,Sabah,0,16
4/8/2020,Sarawak,8,55
4/8/2020,Selangor,4,22
4/8/2020,Terengganu,0,0
4/8/2020,W.P. Kuala Lumpur,0,24
4/8/2020,W.P. Labuan,0,3
4/8/2020,W.P. Putrajaya,0,0
5/8/2020,Johor,1,37
5/8/2020,Kedah,0,27
5/8/2020,Kelantan,0,0
5/8/2020,Melaka,0,0
5/8/2020,Negeri Sembilan,1,1
5/8/2020,Pahang,0,5
5/8/2020,Perak,0,4
5/8/2020,Perlis,0,2
5/8/2020,Pulau Pinang,0,0
5/8/2020,Sabah,2,16
5/8/2020,Sarawak,12,43
5/8/2020,Selangor,1,21
5/8/2020,Terengganu,0,0
5/8/2020,W.P. Kuala Lumpur,1,38
5/8/2020,W.P. Labuan,0,3
5/8/2020,W.P. Putrajaya,0,0
6/8/2020,Johor,2,35
6/8/2020,Kedah,0,33
6/8/2020,Kelantan,0,0
6/8/2020,Melaka,0,0
6/8/2020,Negeri Sembilan,0,3
6/8/2020,Pahang,0,5
6/8/2020,Perak,1,3
6/8/2020,Perlis,0,2
6/8/2020,Pulau Pinang,0,0
6/8/2020,Sabah,2,18
6/8/2020,Sarawak,4,39
6/8/2020,Selangor,1,20
6/8/2020,Terengganu,0,0
6/8/2020,W.P. Kuala Lumpur,1,39
6/8/2020,W.P. Labuan,0,4
6/8/2020,W.P. Putrajaya,0,0
7/8/2020,Johor,4,32
7/8/2020,Kedah,0,34
7/8/2020,Kelantan,0,0
7/8/2020,Melaka,0,0
7/8/2020,Negeri Sembilan,0,3
7/8/2020,Pahang,0,5
7/8/2020,Perak,1,4
7/8/2020,Perlis,0,12
7/8/2020,Pulau Pinang,0,1
7/8/2020,Sabah,3,19
7/8/2020,Sarawak,5,35
7/8/2020,Selangor,0,22
7/8/2020,Terengganu,0,0
7/8/2020,W.P. Kuala Lumpur,1,41
7/8/2020,W.P. Labuan,1,3
7/8/2020,W.P. Putrajaya,0,0
8/8/2020,Johor,19,13
8/8/2020,Kedah,0,34
8/8/2020,Kelantan,0,0
8/8/2020,Melaka,0,0
8/8/2020,Negeri Sembilan,0,4
8/8/2020,Pahang,0,5
8/8/2020,Perak,0,4
8/8/2020,Perlis,0,12
8/8/2020,Pulau Pinang,0,1
8/8/2020,Sabah,1,18
8/8/2020,Sarawak,19,17
8/8/2020,Selangor,2,21
8/8/2020,Terengganu,0,0
8/8/2020,W.P. Kuala Lumpur,6,38
8/8/2020,W.P. Labuan,0,4
8/8/2020,W.P. Putrajaya,0,0
9/8/2020,Johor,2,11
9/8/2020,Kedah,0,34
9/8/2020,Kelantan,0,0
9/8/2020,Melaka,0,0
9/8/2020,Negeri Sembilan,0,4
9/8/2020,Pahang,0,5
9/8/2020,Perak,0,4
9/8/2020,Perlis,0,12
9/8/2020,Pulau Pinang,0,4
9/8/2020,Sabah,3,15
9/8/2020,Sarawak,0,18
9/8/2020,Selangor,1,21
9/8/2020,Terengganu,0,0
9/8/2020,W.P. Kuala Lumpur,2,43
9/8/2020,W.P. Labuan,1,3
9/8/2020,W.P. Putrajaya,0,1
10/8/2020,Johor,0,13
10/8/2020,Kedah,0,34
10/8/2020,Kelantan,0,0
10/8/2020,Melaka,0,1
10/8/2020,Negeri Sembilan,1,3
10/8/2020,Pahang,0,5
10/8/2020,Perak,0,7
10/8/2020,Perlis,0,12
10/8/2020,Pulau Pinang,0,4
10/8/2020,Sabah,0,15
10/8/2020,Sarawak,12,6
10/8/2020,Selangor,1,24
10/8/2020,Terengganu,0,0
10/8/2020,W.P. Kuala Lumpur,5,39
10/8/2020,W.P. Labuan,0,3
10/8/2020,W.P. Putrajaya,0,1
11/8/2020,Johor,0,14
11/8/2020,Kedah,0,34
11/8/2020,Kelantan,0,0
11/8/2020,Melaka,0,1
11/8/2020,Negeri Sembilan,0,3
11/8/2020,Pahang,0,5
11/8/2020,Perak,0,7
11/8/2020,Perlis,0,12
11/8/2020,Pulau Pinang,0,4
11/8/2020,Sabah,3,13
11/8/2020,Sarawak,1,5
11/8/2020,Selangor,0,25
11/8/2020,Terengganu,0,0
11/8/2020,W.P. Kuala Lumpur,2,43
11/8/2020,W.P. Labuan,0,3
11/8/2020,W.P. Putrajaya,0,1
12/8/2020,Johor,5,11
12/8/2020,Kedah,0,36
12/8/2020,Kelantan,0,0
12/8/2020,Melaka,0,1
12/8/2020,Negeri Sembilan,0,3
12/8/2020,Pahang,0,5
12/8/2020,Perak,0,7
12/8/2020,Perlis,0,12
12/8/2020,Pulau Pinang,0,4
12/8/2020,Sabah,0,17
12/8/2020,Sarawak,0,5
12/8/2020,Selangor,1,24
12/8/2020,Terengganu,0,0
12/8/2020,W.P. Kuala Lumpur,2,44
12/8/2020,W.P. Labuan,0,3
12/8/2020,W.P. Putrajaya,0,1
13/8/2020,Johor,1,10
13/8/2020,Kedah,0,45
13/8/2020,Kelantan,0,0
13/8/2020,Melaka,0,1
13/8/2020,Negeri Sembilan,0,3
13/8/2020,Pahang,0,5
13/8/2020,Perak,0,7
13/8/2020,Perlis,0,12
13/8/2020,Pulau Pinang,0,4
13/8/2020,Sabah,0,17
13/8/2020,Sarawak,0,5
13/8/2020,Selangor,3,24
13/8/2020,Terengganu,0,0
13/8/2020,W.P. Kuala Lumpur,0,47
13/8/2020,W.P. Labuan,0,3
13/8/2020,W.P. Putrajaya,0,1
14/8/2020,Johor,2,8
14/8/2020,Kedah,0,57
14/8/2020,Kelantan,0,0
14/8/2020,Melaka,0,1
14/8/2020,Negeri Sembilan,0,3
14/8/2020,Pahang,0,5
14/8/2020,Perak,3,4
14/8/2020,Perlis,0,12
14/8/2020,Pulau Pinang,0,5
14/8/2020,Sabah,0,17
14/8/2020,Sarawak,0,6
14/8/2020,Selangor,2,24
14/8/2020,Terengganu,0,0
14/8/2020,W.P. Kuala Lumpur,0,51
14/8/2020,W.P. Labuan,0,3
14/8/2020,W.P. Putrajaya,0,1
15/8/2020,Johor,1,8
15/8/2020,Kedah,0,71
15/8/2020,Kelantan,0,0
15/8/2020,Melaka,0,1
15/8/2020,Negeri Sembilan,0,5
15/8/2020,Pahang,0,5
15/8/2020,Perak,0,4
15/8/2020,Perlis,0,13
15/8/2020,Pulau Pinang,1,6
15/8/2020,Sabah,0,17
15/8/2020,Sarawak,0,6
15/8/2020,Selangor,0,24
15/8/2020,Terengganu,0,0
15/8/2020,W.P. Kuala Lumpur,1,56
15/8/2020,W.P. Labuan,0,3
15/8/2020,W.P. Putrajaya,0,1
16/8/2020,Johor,0,8
16/8/2020,Kedah,15,61
16/8/2020,Kelantan,0,0
16/8/2020,Melaka,0,1
16/8/2020,Negeri Sembilan,0,5
16/8/2020,Pahang,0,5
16/8/2020,Perak,0,4
16/8/2020,Perlis,0,13
16/8/2020,Pulau Pinang,0,7
16/8/2020,Sabah,2,16
16/8/2020,Sarawak,0,6
16/8/2020,Selangor,1,28
16/8/2020,Terengganu,0,0
16/8/2020,W.P. Kuala Lumpur,10,59
16/8/2020,W.P. Labuan,0,3
16/8/2020,W.P. Putrajaya,0,1
17/8/2020,Johor,1,7
17/8/2020,Kedah,0,67
17/8/2020,Kelantan,0,0
17/8/2020,Melaka,0,1
17/8/2020,Negeri Sembilan,5,0
17/8/2020,Pahang,5,0
17/8/2020,Perak,0,4
17/8/2020,Perlis,1,12
17/8/2020,Pulau Pinang,0,10
17/8/2020,Sabah,0,16
17/8/2020,Sarawak,2,4
17/8/2020,Selangor,0,29
17/8/2020,Terengganu,0,0
17/8/2020,W.P. Kuala Lumpur,2,59
17/8/2020,W.P. Labuan,1,2
17/8/2020,W.P. Putrajaya,0,1
18/8/2020,Johor,1,6
18/8/2020,Kedah,5,65
18/8/2020,Kelantan,0,0
18/8/2020,Melaka,1,0
18/8/2020,Negeri Sembilan,0,0
18/8/2020,Pahang,0,0
18/8/2020,Perak,1,3
18/8/2020,Perlis,0,12
18/8/2020,Pulau Pinang,1,9
18/8/2020,Sabah,1,15
18/8/2020,Sarawak,2,2
18/8/2020,Selangor,7,22
18/8/2020,Terengganu,0,0
18/8/2020,W.P. Kuala Lumpur,7,56
18/8/2020,W.P. Labuan,0,2
18/8/2020,W.P. Putrajaya,0,1
19/8/2020,Johor,1,6
19/8/2020,Kedah,0,72
19/8/2020,Kelantan,0,0
19/8/2020,Melaka,0,0
19/8/2020,Negeri Sembilan,0,0
19/8/2020,Pahang,0,0
19/8/2020,Perak,0,3
19/8/2020,Perlis,10,2
19/8/2020,Pulau Pinang,0,13
19/8/2020,Sabah,1,14
19/8/2020,Sarawak,0,2
19/8/2020,Selangor,3,19
19/8/2020,Terengganu,0,0
19/8/2020,W.P. Kuala Lumpur,8,51
19/8/2020,W.P. Labuan,0,3
19/8/2020,W.P. Putrajaya,0,1
20/8/2020,Johor,0,6
20/8/2020,Kedah,0,72
20/8/2020,Kelantan,0,0
20/8/2020,Melaka,0,0
20/8/2020,Negeri Sembilan,0,0
20/8/2020,Pahang,0,0
20/8/2020,Perak,0,3
20/8/2020,Perlis,0,2
20/8/2020,Pulau Pinang,0,13
20/8/2020,Sabah,0,14
20/8/2020,Sarawak,1,5
20/8/2020,Selangor,0,20
20/8/2020,Terengganu,0,0
20/8/2020,W.P. Kuala Lumpur,5,46
20/8/2020,W.P. Labuan,1,2
20/8/2020,W.P. Putrajaya,0,1
21/8/2020,Johor,1,5
21/8/2020,Kedah,7,68
21/8/2020,Kelantan,0,0
21/8/2020,Melaka,0,0
21/8/2020,Negeri Sembilan,0,0
21/8/2020,Pahang,0,0
21/8/2020,Perak,0,3
21/8/2020,Perlis,0,2
21/8/2020,Pulau Pinang,2,11
21/8/2020,Sabah,0,14
21/8/2020,Sarawak,0,6
21/8/2020,Selangor,1,21
21/8/2020,Terengganu,0,0
21/8/2020,W.P. Kuala Lumpur,1,48
21/8/2020,W.P. Labuan,0,2
21/8/2020,W.P. Putrajaya,1,0
22/8/2020,Johor,0,5
22/8/2020,Kedah,0,73
22/8/2020,Kelantan,0,0
22/8/2020,Melaka,0,0
22/8/2020,Negeri Sembilan,0,0
22/8/2020,Pahang,0,0
22/8/2020,Perak,0,3
22/8/2020,Perlis,0,2
22/8/2020,Pulau Pinang,0,11
22/8/2020,Sabah,2,13
22/8/2020,Sarawak,0,7
22/8/2020,Selangor,1,20
22/8/2020,Terengganu,0,0
22/8/2020,W.P. Kuala Lumpur,1,48
22/8/2020,W.P. Labuan,0,2
22/8/2020,W.P. Putrajaya,0,0
23/8/2020,Johor,1,4
23/8/2020,Kedah,0,75
23/8/2020,Kelantan,0,0
23/8/2020,Melaka,0,0
23/8/2020,Negeri Sembilan,0,0
23/8/2020,Pahang,0,0
23/8/2020,Perak,3,0
23/8/2020,Perlis,0,2
23/8/2020,Pulau Pinang,0,11
23/8/2020,Sabah,0,13
23/8/2020,Sarawak,0,10
23/8/2020,Selangor,4,18
23/8/2020,Terengganu,0,0
23/8/2020,W.P. Kuala Lumpur,2,49
23/8/2020,W.P. Labuan,0,2
23/8/2020,W.P. Putrajaya,0,0
24/8/2020,Johor,1,3
24/8/2020,Kedah,0,75
24/8/2020,Kelantan,0,0
24/8/2020,Melaka,0,0
24/8/2020,Negeri Sembilan,0,0
24/8/2020,Pahang,0,0
24/8/2020,Perak,0,0
24/8/2020,Perlis,0,2
24/8/2020,Pulau Pinang,0,11
24/8/2020,Sabah,0,13
24/8/2020,Sarawak,0,15
24/8/2020,Selangor,0,18
24/8/2020,Terengganu,0,0
24/8/2020,W.P. Kuala Lumpur,5,46
24/8/2020,W.P. Labuan,0,2
24/8/2020,W.P. Putrajaya,0,0
25/8/2020,Johor,0,3
25/8/2020,Kedah,0,82
25/8/2020,Kelantan,0,0
25/8/2020,Melaka,0,0
25/8/2020,Negeri Sembilan,0,0
25/8/2020,Pahang,0,0
25/8/2020,Perak,0,0
25/8/2020,Perlis,0,3
25/8/2020,Pulau Pinang,0,11
25/8/2020,Sabah,1,12
25/8/2020,Sarawak,0,15
25/8/2020,Selangor,1,20
25/8/2020,Terengganu,0,0
25/8/2020,W.P. Kuala Lumpur,4,42
25/8/2020,W.P. Labuan,0,2
25/8/2020,W.P. Putrajaya,0,0
26/8/2020,Johor,2,1
26/8/2020,Kedah,0,87
26/8/2020,Kelantan,0,0
26/8/2020,Melaka,0,0
26/8/2020,Negeri Sembilan,0,0
26/8/2020,Pahang,0,0
26/8/2020,Perak,0,0
26/8/2020,Perlis,0,3
26/8/2020,Pulau Pinang,0,11
26/8/2020,Sabah,0,12
26/8/2020,Sarawak,0,15
26/8/2020,Selangor,2,19
26/8/2020,Terengganu,0,0
26/8/2020,W.P. Kuala Lumpur,3,39
26/8/2020,W.P. Labuan,0,2
26/8/2020,W.P. Putrajaya,0,0
27/8/2020,Johor,0,1
27/8/2020,Kedah,6,81
27/8/2020,Kelantan,0,0
27/8/2020,Melaka,0,3
27/8/2020,Negeri Sembilan,0,0
27/8/2020,Pahang,0,0
27/8/2020,Perak,0,0
27/8/2020,Perlis,1,2
27/8/2020,Pulau Pinang,0,11
27/8/2020,Sabah,0,12
27/8/2020,Sarawak,0,15
27/8/2020,Selangor,4,17
27/8/2020,Terengganu,0,0
27/8/2020,W.P. Kuala Lumpur,5,34
27/8/2020,W.P. Labuan,0,2
27/8/2020,W.P. Putrajaya,0,0
28/8/2020,Johor,0,1
28/8/2020,Kedah,22,60
28/8/2020,Kelantan,0,0
28/8/2020,Melaka,0,3
28/8/2020,Negeri Sembilan,0,0
28/8/2020,Pahang,0,0
28/8/2020,Perak,0,0
28/8/2020,Perlis,0,2
28/8/2020,Pulau Pinang,0,11
28/8/2020,Sabah,1,11
28/8/2020,Sarawak,0,16
28/8/2020,Selangor,1,19
28/8/2020,Terengganu,0,0
28/8/2020,W.P. Kuala Lumpur,12,27
28/8/2020,W.P. Labuan,0,2
28/8/2020,W.P. Putrajaya,0,0
29/8/2020,Johor,0,1
29/8/2020,Kedah,0,59
29/8/2020,Kelantan,0,0
29/8/2020,Melaka,0,3
29/8/2020,Negeri Sembilan,0,0
29/8/2020,Pahang,0,0
29/8/2020,Perak,0,0
29/8/2020,Perlis,0,2
29/8/2020,Pulau Pinang,4,7
29/8/2020,Sabah,1,10
29/8/2020,Sarawak,0,17
29/8/2020,Selangor,0,21
29/8/2020,Terengganu,0,0
29/8/2020,W.P. Kuala Lumpur,3,32
29/8/2020,W.P. Labuan,0,2
29/8/2020,W.P. Putrajaya,0,0
30/8/2020,Johor,0,1
30/8/2020,Kedah,8,51
30/8/2020,Kelantan,0,0
30/8/2020,Melaka,0,3
30/8/2020,Negeri Sembilan,0,0
30/8/2020,Pahang,0,0
30/8/2020,Perak,0,0
30/8/2020,Perlis,0,2
30/8/2020,Pulau Pinang,1,6
30/8/2020,Sabah,0,10
30/8/2020,Sarawak,0,18
30/8/2020,Selangor,0,22
30/8/2020,Terengganu,0,0
30/8/2020,W.P. Kuala Lumpur,1,45
30/8/2020,W.P. Labuan,0,2
30/8/2020,W.P. Putrajaya,0,0
31/8/2020,Johor,1,0
31/8/2020,Kedah,0,53
31/8/2020,Kelantan,0,0
31/8/2020,Melaka,0,3
31/8/2020,Negeri Sembilan,0,0
31/8/2020,Pahang,0,0
31/8/2020,Perak,0,0
31/8/2020,Perlis,0,2
31/8/2020,Pulau Pinang,0,6
31/8/2020,Sabah,0,10
31/8/2020,Sarawak,0,18
31/8/2020,Selangor,0,26
31/8/2020,Terengganu,0,0
31/8/2020,W.P. Kuala Lumpur,5,40
31/8/2020,W.P. Labuan,0,2
31/8/2020,W.P. Putrajaya,0,0
1/9/2020,Johor,0,0
1/9/2020,Kedah,13,42
1/9/2020,Kelantan,0,0
1/9/2020,Melaka,0,3
1/9/2020,Negeri Sembilan,0,0
1/9/2020,Pahang,0,0
1/9/2020,Perak,0,0
1/9/2020,Perlis,0,2
1/9/2020,Pulau Pinang,3,2
1/9/2020,Sabah,1,18
1/9/2020,Sarawak,0,18
1/9/2020,Selangor,1,28
1/9/2020,Terengganu,0,0
1/9/2020,W.P. Kuala Lumpur,2,38
1/9/2020,W.P. Labuan,1,1
1/9/2020,W.P. Putrajaya,0,0
2/9/2020,Johor,0,0
2/9/2020,Kedah,0,42
2/9/2020,Kelantan,0,0
2/9/2020,Melaka,0,3
2/9/2020,Negeri Sembilan,0,0
2/9/2020,Pahang,0,1
2/9/2020,Perak,0,0
2/9/2020,Perlis,0,2
2/9/2020,Pulau Pinang,0,2
2/9/2020,Sabah,0,18
2/9/2020,Sarawak,0,18
2/9/2020,Selangor,2,27
2/9/2020,Terengganu,0,0
2/9/2020,W.P. Kuala Lumpur,2,40
2/9/2020,W.P. Labuan,0,1
2/9/2020,W.P. Putrajaya,0,0
3/9/2020,Johor,0,1
3/9/2020,Kedah,3,43
3/9/2020,Kelantan,0,0
3/9/2020,Melaka,0,3
3/9/2020,Negeri Sembilan,0,2
3/9/2020,Pahang,0,1
3/9/2020,Perak,0,0
3/9/2020,Perlis,0,2
3/9/2020,Pulau Pinang,0,2
3/9/2020,Sabah,0,24
3/9/2020,Sarawak,0,18
3/9/2020,Selangor,0,27
3/9/2020,Terengganu,0,0
3/9/2020,W.P. Kuala Lumpur,1,40
3/9/2020,W.P. Labuan,0,1
3/9/2020,W.P. Putrajaya,0,0
4/9/2020,Johor,0,1
4/9/2020,Kedah,0,44
4/9/2020,Kelantan,0,0
4/9/2020,Melaka,0,3
4/9/2020,Negeri Sembilan,0,3
4/9/2020,Pahang,0,1
4/9/2020,Perak,0,0
4/9/2020,Perlis,0,2
4/9/2020,Pulau Pinang,0,2
4/9/2020,Sabah,1,23
4/9/2020,Sarawak,5,13
4/9/2020,Selangor,0,29
4/9/2020,Terengganu,0,0
4/9/2020,W.P. Kuala Lumpur,3,44
4/9/2020,W.P. Labuan,0,1
4/9/2020,W.P. Putrajaya,0,0
5/9/2020,Johor,0,1
5/9/2020,Kedah,7,38
5/9/2020,Kelantan,0,0
5/9/2020,Melaka,0,3
5/9/2020,Negeri Sembilan,0,3
5/9/2020,Pahang,0,1
5/9/2020,Perak,0,0
5/9/2020,Perlis,0,2
5/9/2020,Pulau Pinang,1,1
5/9/2020,Sabah,7,17
5/9/2020,Sarawak,0,13
5/9/2020,Selangor,4,25
5/9/2020,Terengganu,0,0
5/9/2020,W.P. Kuala Lumpur,2,46
5/9/2020,W.P. Labuan,0,1
5/9/2020,W.P. Putrajaya,0,0
6/9/2020,Johor,0,1
6/9/2020,Kedah,0,38
6/9/2020,Kelantan,0,0
6/9/2020,Melaka,0,3
6/9/2020,Negeri Sembilan,0,3
6/9/2020,Pahang,0,1
6/9/2020,Perak,0,0
6/9/2020,Perlis,0,2
6/9/2020,Pulau Pinang,0,2
6/9/2020,Sabah,0,19
6/9/2020,Sarawak,0,13
6/9/2020,Selangor,2,23
6/9/2020,Terengganu,0,0
6/9/2020,W.P. Kuala Lumpur,0,49
6/9/2020,W.P. Labuan,0,1
6/9/2020,W.P. Putrajaya,0,0
7/9/2020,Johor,0,1
7/9/2020,Kedah,3,39
7/9/2020,Kelantan,0,0
7/9/2020,Melaka,0,3
7/9/2020,Negeri Sembilan,0,3
7/9/2020,Pahang,0,1
7/9/2020,Perak,0,0
7/9/2020,Perlis,0,2
7/9/2020,Pulau Pinang,0,3
7/9/2020,Sabah,0,70
7/9/2020,Sarawak,6,7
7/9/2020,Selangor,0,25
7/9/2020,Terengganu,0,0
7/9/2020,W.P. Kuala Lumpur,0,53
7/9/2020,W.P. Labuan,0,1
7/9/2020,W.P. Putrajaya,0,0
8/9/2020,Johor,0,1
8/9/2020,Kedah,9,52
8/9/2020,Kelantan,0,0
8/9/2020,Melaka,0,3
8/9/2020,Negeri Sembilan,0,4
8/9/2020,Pahang,0,1
8/9/2020,Perak,0,0
8/9/2020,Perlis,0,3
8/9/2020,Pulau Pinang,0,3
8/9/2020,Sabah,0,132
8/9/2020,Sarawak,2,5
8/9/2020,Selangor,1,33
8/9/2020,Terengganu,0,0
8/9/2020,W.P. Kuala Lumpur,0,58
8/9/2020,W.P. Labuan,0,1
8/9/2020,W.P. Putrajaya,0,0
9/9/2020,Johor,0,1
9/9/2020,Kedah,2,66
9/9/2020,Kelantan,0,0
9/9/2020,Melaka,0,3
9/9/2020,Negeri Sembilan,0,5
9/9/2020,Pahang,0,1
9/9/2020,Perak,0,0
9/9/2020,Perlis,0,3
9/9/2020,Pulau Pinang,0,3
9/9/2020,Sabah,0,136
9/9/2020,Sarawak,0,6
9/9/2020,Selangor,0,34
9/9/2020,Terengganu,0,0
9/9/2020,W.P. Kuala Lumpur,5,54
9/9/2020,W.P. Labuan,0,1
9/9/2020,W.P. Putrajaya,0,0
10/9/2020,Johor,0,1
10/9/2020,Kedah,7,63
10/9/2020,Kelantan,0,0
10/9/2020,Melaka,0,3
10/9/2020,Negeri Sembilan,0,5
10/9/2020,Pahang,0,1
10/9/2020,Perak,0,0
10/9/2020,Perlis,0,3
10/9/2020,Pulau Pinang,0,3
10/9/2020,Sabah,0,176
10/9/2020,Sarawak,0,6
10/9/2020,Selangor,3,32
10/9/2020,Terengganu,0,0
10/9/2020,W.P. Kuala Lumpur,14,40
10/9/2020,W.P. Labuan,0,1
