Date,Cases Unvax,Cases Vax,Total Unvax,Total Vax,Cases Unvax 10000,Cases Vax 10000
2/12/2022,239,2182,4541020,28116080,0.526313471,0.776068357
3/12/2022,180,1686,4540839,28116261,0.396402515,0.599652991
4/12/2022,138,1364,4540749,28116351,0.303914618,0.485126964
5/12/2022,167,1409,4540698,28116402,0.367784865,0.501130977
6/12/2022,190,1459,4540626,28116474,0.418444505,0.518912862
7/12/2022,168,1514,4540540,28116560,0.370000044,0.538472701
8/12/2022,179,1437,4540402,28116698,0.394238219,0.511084196
9/12/2022,167,1430,4540091,28117009,0.367834037,0.508588947
10/12/2022,158,1157,4539873,28117227,0.348027357,0.411491503
11/12/2022,106,761,4539785,28117315,0.233491234,0.270651732
12/12/2022,97,712,4539741,28117359,0.213668577,0.253224352
13/12/2022,124,916,4539675,28117425,0.273147307,0.325776631
14/12/2022,124,1117,4539599,28117501,0.27315188,0.397261478
15/12/2022,129,1032,4539334,28117766,0.284182658,0.367027736
16/12/2022,123,1015,4539097,28118003,0.270979007,0.360978694
17/12/2022,112,881,4538915,28118185,0.246755006,0.313320365
18/12/2022,74,773,4538842,28118258,0.16303718,0.274910345
19/12/2022,86,635,4538770,28118330,0.189478647,0.225831335
20/12/2022,82,734,4538677,28118423,0.180669389,0.261038821
21/12/2022,89,895,4538588,28118512,0.196096231,0.318295648
22/12/2022,99,759,4538472,28118628,0.21813509,0.269927822
23/12/2022,98,804,4538268,28118832,0.215941412,0.285929373
24/12/2022,80,686,4538153,28118947,0.176283171,0.243963616
25/12/2022,74,535,4538125,28118975,0.163062939,0.190262981
26/12/2022,51,429,4538071,28119029,0.112382552,0.152565723
27/12/2022,51,372,4537974,28119126,0.112384954,0.132294297
28/12/2022,68,412,4537893,28119207,0.14984928,0.146519068
29/12/2022,85,594,4537740,28119360,0.187317916,0.211242361
30/12/2022,77,506,4537488,28119612,0.169697418,0.179945584
31/12/2022,52,461,4537293,28119807,0.114605779,0.163941381
1/1/2023,54,366,4537253,28119847,0.119014743,0.13015718
2/1/2023,49,311,4537198,28119902,0.107996169,0.110597825
3/1/2023,44,289,4537137,28119963,0.096977455,0.102773962
4/1/2023,58,375,4537045,28120055,0.12783651,0.13335678
5/1/2023,70,501,4536915,28120185,0.154289864,0.178163835
6/1/2023,71,472,4536597,28120503,0.156504975,0.16784906
7/1/2023,65,506,4536276,28120824,0.143289341,0.179937828
8/1/2023,55,350,4536124,28120976,0.12124889,0.124462252
9/1/2023,44,339,4536012,28121088,0.097001507,0.120550101
10/1/2023,51,329,4535916,28121184,0.112435945,0.116993651
11/1/2023,56,311,4535820,28121280,0.123461689,0.110592405
12/1/2023,50,333,4535642,28121458,0.110237977,0.118414913
13/1/2023,42,278,4535290,28121810,0.092607088,0.098855657
14/1/2023,33,254,4535043,28122057,0.072766675,0.090320562
15/1/2023,28,216,4534914,28122186,0.061743177,0.076807685
16/1/2023,24,203,4534839,28122261,0.052923599,0.072184808
17/1/2023,40,310,4534758,28122342,0.088207574,0.11023264
18/1/2023,36,335,4534648,28122452,0.079388742,0.119121903
19/1/2023,40,278,4534507,28122593,0.088212456,0.098852904
20/1/2023,30,255,4534281,28122819,0.06616264,0.090673698
21/1/2023,43,250,4534172,28122928,0.094835397,0.088895438
22/1/2023,53,256,4534151,28122949,0.116890681,0.09102886
23/1/2023,15,127,4534127,28122973,0.033082443,0.04515881
24/1/2023,14,87,4534092,28123008,0.030877186,0.030935524
25/1/2023,25,107,4533795,28123305,0.055141443,0.038046737
26/1/2023,28,144,4533568,28123532,0.061761509,0.051202673
27/1/2023,38,198,4533399,28123701,0.083822315,0.070403252
28/1/2023,23,235,4533305,28123795,0.050735611,0.083559136
29/1/2023,40,229,4533235,28123865,0.088237208,0.081425508
30/1/2023,27,175,4533168,28123932,0.059560996,0.062224585
31/1/2023,26,225,4533113,28123987,0.057355729,0.080002882
1/2/2023,28,297,4533049,28124051,0.06176858,0.105603563
2/2/2023,34,290,4532976,28124124,0.075005912,0.103114323
3/2/2023,28,312,4532685,28124415,0.06177354,0.110935641
4/2/2023,22,180,4532529,28124571,0.048538024,0.064000976
5/2/2023,33,178,4532440,28124660,0.072808465,0.063289654
6/2/2023,29,146,4532381,28124719,0.06398403,0.05191163
7/2/2023,22,162,4532262,28124838,0.048540883,0.057600332
8/2/2023,34,155,4532184,28124916,0.07501902,0.055111276
9/2/2023,35,234,4532096,28125004,0.077226961,0.083199988
10/2/2023,21,234,4531922,28125178,0.046337956,0.083199473
11/2/2023,29,230,4531805,28125295,0.063992162,0.08177692
12/2/2023,18,142,4531748,28125352,0.039719773,0.050488257
13/2/2023,17,147,4531711,28125389,0.037513425,0.052265944
14/2/2023,23,177,4531648,28125452,0.050754163,0.062932322
15/2/2023,23,214,4531591,28125509,0.050754801,0.076087512
16/2/2023,25,256,4531512,28125588,0.055169224,0.091020319
17/2/2023,27,214,4531284,28125816,0.05958576,0.076086681
18/2/2023,20,192,4531136,28125964,0.044139042,0.068264327
19/2/2023,24,162,4531099,28126001,0.052967282,0.05759795
20/2/2023,18,149,4531038,28126062,0.039725997,0.052975777
21/2/2023,21,163,4530952,28126148,0.046347876,0.05795319
22/2/2023,17,212,4530892,28126208,0.037520206,0.07537454
23/2/2023,22,202,4530713,28126387,0.048557479,0.07181868
24/2/2023,19,185,4530459,28126641,0.041938355,0.06577394
25/2/2023,10,163,4530337,28126763,0.022073413,0.057951923
26/2/2023,24,183,4530290,28126810,0.052976741,0.06506248
27/2/2023,24,166,4530215,28126885,0.052977618,0.059018267
28/2/2023,29,177,4530146,28126954,0.064015597,0.062928961
1/3/2023,18,199,4530036,28127064,0.039734784,0.070750363
2/3/2023,20,224,4529970,28127130,0.044150403,0.079638413
3/3/2023,22,182,4529825,28127275,0.048566998,0.064705877
4/3/2023,18,152,4529727,28127373,0.039737494,0.054039885
5/3/2023,14,150,4529678,28127422,0.030907274,0.053328741
6/3/2023,24,164,4529637,28127463,0.052984378,0.058306005
7/3/2023,18,208,4529593,28127507,0.03973867,0.073948964
8/3/2023,16,219,4529539,28127561,0.035323683,0.077859577
9/3/2023,28,251,4529456,28127644,0.061817578,0.089236055
10/3/2023,28,223,4529359,28127741,0.061818902,0.079281162
11/3/2023,26,197,4529280,28127820,0.057404267,0.070037422
12/3/2023,22,205,4529232,28127868,0.048573356,0.072881457
13/3/2023,26,191,4529186,28127914,0.057405459,0.067904076
14/3/2023,21,248,4529151,28127949,0.046366306,0.088168533
15/3/2023,22,251,4529092,28128008,0.048574858,0.089234901
16/3/2023,38,273,4529010,28128090,0.083903546,0.097056003
17/3/2023,26,255,4528900,28128200,0.057409084,0.090656352
18/3/2023,18,252,4528822,28128278,0.039745435,0.089589558
19/3/2023,24,233,4528804,28128296,0.052994124,0.082834737
20/3/2023,33,164,4528772,28128328,0.072867435,0.058304212
21/3/2023,33,287,4528746,28128354,0.072867853,0.102032277
22/3/2023,33,334,4528656,28128444,0.072869302,0.118741015
23/3/2023,46,300,4528633,28128467,0.101575906,0.106653519
24/3/2023,33,353,4528548,28128552,0.072871039,0.125495262
25/3/2023,40,315,4528502,28128598,0.08832943,0.111985674
26/3/2023,35,292,4528470,28128630,0.077288797,0.103808824
27/3/2023,33,193,4528393,28128707,0.072873534,0.068613179
28/3/2023,47,310,4528358,28128742,0.103790381,0.110207559
29/3/2023,60,401,4528336,28128764,0.132499002,0.142558699
30/3/2023,50,443,4528294,28128806,0.110416859,0.157489799
31/3/2023,47,559,4528224,28128876,0.103793452,0.198728168
1/4/2023,53,546,4528176,28128924,0.117044921,0.194106252
2/4/2023,42,388,4528156,28128944,0.092752988,0.137936213
3/4/2023,43,415,4528117,28128983,0.094962211,0.147534662
4/4/2023,47,564,4528080,28129020,0.103796753,0.200504675
5/4/2023,83,664,4528047,28129053,0.183301984,0.236054872
6/4/2023,74,731,4527985,28129115,0.163428103,0.259873089
7/4/2023,70,727,4527939,28129161,0.154595722,0.258450652
8/4/2023,84,642,4527894,28129206,0.18551671,0.228232535
9/4/2023,57,460,4527872,28129228,0.125886951,0.163530972
10/4/2023,60,479,4527850,28129250,0.132513224,0.170285379
11/4/2023,56,542,4527817,28129283,0.12367991,0.192681769
12/4/2023,76,824,4527773,28129327,0.167852938,0.29293271
13/4/2023,99,776,4527732,28129368,0.218652517,0.275868267
14/4/2023,83,756,4527672,28129428,0.183317166,0.268757687
15/4/2023,71,810,4527634,28129466,0.156814796,0.287954275
16/4/2023,59,680,4527603,28129497,0.130311779,0.241739125
17/4/2023,36,454,4527540,28129560,0.079513378,0.161396055
18/4/2023,77,713,4527523,28129577,0.17007092,0.253469862
19/4/2023,91,693,4527499,28129601,0.20099397,0.246359698
20/4/2023,85,665,4527470,28129630,0.187742823,0.236405527
21/4/2023,69,633,4527429,28129671,0.152404378,0.225029294
22/4/2023,70,492,4527421,28129679,0.15461341,0.174904235
23/4/2023,52,397,4527412,28129688,0.114855904,0.141132031
24/4/2023,51,336,4527404,28129696,0.112647336,0.119446723
25/4/2023,77,484,4527390,28129710,0.170075916,0.172060075
26/4/2023,86,531,4527372,28129728,0.189955674,0.188768267
27/4/2023,89,743,4527358,28129742,0.196582643,0.264133244
28/4/2023,115,952,4527284,28129816,0.254015432,0.338430937
29/4/2023,102,948,4527212,28129888,0.225304227,0.337008096
30/4/2023,123,845,4527160,28129940,0.271693512,0.300391682
1/5/2023,85,708,4527129,28129971,0.187756965,0.251688848
2/5/2023,98,695,4527096,28130004,0.216474314,0.247067153
3/5/2023,160,1193,4527071,28130029,0.353429403,0.424101945
4/5/2023,152,1257,4527064,28130036,0.335758452,0.446853321
5/5/2023,122,1048,4526961,28130139,0.269496468,0.372554149
6/5/2023,129,981,4526912,28130188,0.284962464,0.348735671
7/5/2023,96,881,4526890,28130210,0.21206612,0.313186428
8/5/2023,121,925,4526845,28130255,0.26729433,0.328827449
9/5/2023,164,1097,4526583,28130517,0.362304193,0.389967948
10/5/2023,168,1265,4526457,28130643,0.371151212,0.449687552
11/5/2023,168,1161,4526416,28130684,0.371154574,0.412716591
12/5/2023,120,1202,4526371,28130729,0.265113045,0.42729074
13/5/2023,145,1060,4526312,28130788,0.320349105,0.376811343
14/5/2023,82,658,4526283,28130817,0.181164103,0.233907177
15/5/2023,73,667,4526264,28130836,0.161280915,0.237106355
16/5/2023,107,957,4526244,28130856,0.236399098,0.340195833
17/5/2023,113,906,4526226,28130874,0.249656115,0.322066069
18/5/2023,120,999,4526200,28130900,0.265123061,0.355125503
19/5/2023,96,875,4526163,28130937,0.212100183,0.311045451
20/5/2023,85,701,4526115,28130985,0.187799029,0.249191417
21/5/2023,84,665,4526095,28131005,0.185590448,0.236393972
22/5/2023,78,575,4526082,28131018,0.172334483,0.204400708
23/5/2023,105,842,4525848,28131252,0.232000721,0.299311243
24/5/2023,121,880,4525771,28131329,0.267357761,0.312818495
25/5/2023,89,754,4525538,28131562,0.196661701,0.268026354
26/5/2023,92,734,4525469,28131631,0.203293846,0.260916262
27/5/2023,110,672,4525428,28131672,0.243070932,0.238876665
28/5/2023,52,530,4525381,28131719,0.114907452,0.188399436
29/5/2023,67,446,4525364,28131736,0.148054389,0.158539807
30/5/2023,92,687,4525331,28131769,0.203300046,0.244207892
31/5/2023,73,672,4525209,28131891,0.161318516,0.238874806
1/6/2023,73,593,4525091,28132009,0.161322723,0.210791913
2/6/2023,65,604,4525025,28132075,0.143645615,0.214701546
3/6/2023,66,503,4524997,28132103,0.14585645,0.178799288
4/6/2023,52,408,4524930,28132170,0.114918905,0.145029694
5/6/2023,37,307,4524928,28132172,0.081769257,0.109127728
6/6/2023,65,362,4524917,28132183,0.143649044,0.128678247
7/6/2023,71,589,4524900,28132200,0.156909545,0.209368624
8/6/2023,94,587,4524869,28132231,0.207740821,0.208657465
9/6/2023,59,565,4524837,28132263,0.130391437,0.200837025
10/6/2023,67,551,4524822,28132278,0.148072123,0.195860428
11/6/2023,65,447,4524810,28132290,0.143652441,0.158892148
12/6/2023,39,313,4524797,28132303,0.086191712,0.111259999
13/6/2023,79,494,4524742,28132358,0.17459559,0.175598505
14/6/2023,73,463,4524690,28132410,0.16133702,0.164578861
15/6/2023,45,421,4524679,28132421,0.099454569,0.149649403
16/6/2023,58,536,4524640,28132460,0.128186994,0.190527241
17/6/2023,42,358,4524609,28132491,0.092825701,0.127254995
18/6/2023,39,327,4524594,28132506,0.086195579,0.116235646
19/6/2023,38,246,4524549,28132551,0.083986271,0.08744319
20/6/2023,55,361,4524519,28132581,0.121559883,0.128320967
21/6/2023,49,400,4524510,28132590,0.10829902,0.142183852
22/6/2023,54,363,4524502,28132598,0.119350152,0.129031809
23/6/2023,36,389,4524426,28132674,0.079568104,0.138273383
24/6/2023,34,307,4524406,28132694,0.075147986,0.109125703
25/6/2023,39,239,4524390,28132710,0.086199466,0.084954489
26/6/2023,25,135,4524380,28132720,0.05525619,0.047986828
27/6/2023,42,240,4524371,28132729,0.092830584,0.085309889
28/6/2023,34,218,4524356,28132744,0.075148817,0.077489775
29/6/2023,31,192,4524356,28132744,0.068518039,0.068247875
30/6/2023,22,160,4524339,28132761,0.048625888,0.056873195
1/7/2023,20,151,4524333,28132767,0.044205411,0.053674066
2/7/2023,15,106,4524332,28132768,0.033154066,0.037678482
3/7/2023,25,155,4524327,28132773,0.055256837,0.055095884
4/7/2023,23,152,4524317,28132783,0.050836402,0.054029493
5/7/2023,25,174,4524296,28132804,0.055257216,0.061849505
6/7/2023,32,192,4524273,28132827,0.070729596,0.068247674
7/7/2023,27,157,4524265,28132835,0.059678202,0.055806676
8/7/2023,19,120,4524258,28132842,0.041995837,0.042654773
9/7/2023,16,121,4524256,28132844,0.035364931,0.043010227
10/7/2023,16,126,4524245,28132855,0.035365017,0.044787491
11/7/2023,29,149,4524233,28132867,0.064099263,0.052962963
12/7/2023,27,173,4524223,28132877,0.059678756,0.061493888
13/7/2023,12,158,4524219,28132881,0.026523915,0.05616204
14/7/2023,21,181,4524218,28132882,0.046416861,0.064337525
15/7/2023,17,156,4524212,28132888,0.037575604,0.055451115
16/7/2023,26,114,4524211,28132889,0.057468584,0.040521967
17/7/2023,10,112,4524006,28133094,0.022104303,0.039810765
18/7/2023,25,131,4524000,28133100,0.055260831,0.046564367
19/7/2023,21,138,4523997,28133103,0.046419129,0.049052534
20/7/2023,12,111,4523989,28133111,0.026525263,0.039455288
21/7/2023,23,106,4523984,28133116,0.050840144,0.037678016
22/7/2023,16,113,4523982,28133118,0.035367073,0.040166184
23/7/2023,11,85,4523982,28133118,0.024314862,0.030213501
24/7/2023,18,84,4523979,28133121,0.039787983,0.029858045
25/7/2023,18,121,4523977,28133123,0.039788001,0.0430098
26/7/2023,20,151,4523953,28133147,0.044209124,0.053673341
27/7/2023,27,150,4523952,28133148,0.059682331,0.053317887
28/7/2023,13,106,4523942,28133158,0.028736001,0.03767796
29/7/2023,21,109,4523942,28133158,0.046419693,0.038744317
30/7/2023,10,48,4523937,28133163,0.02210464,0.017061715
31/7/2023,9,56,4523933,28133167,0.019894194,0.019905331
1/8/2023,17,100,4523927,28133173,0.037577972,0.035545226
2/8/2023,20,97,4523924,28133176,0.044209408,0.034478866
3/8/2023,13,91,4523922,28133178,0.028736128,0.03234615
4/8/2023,22,107,4523915,28133185,0.048630445,0.038033376
5/8/2023,12,93,4523914,28133186,0.026525703,0.033057045
6/8/2023,9,64,4523911,28133189,0.019894291,0.022748932
7/8/2023,8,49,4523908,28133192,0.017683826,0.017417149
8/8/2023,11,56,4523906,28133194,0.024315271,0.019905312
9/8/2023,15,82,4523902,28133198,0.033157217,0.02914706
10/8/2023,12,97,4523893,28133207,0.026525826,0.034478828
11/8/2023,12,94,4523879,28133221,0.026525908,0.033412456
12/8/2023,12,61,4523870,28133230,0.026525961,0.021682544
13/8/2023,10,67,4523867,28133233,0.022104982,0.023815251
14/8/2023,14,61,4523866,28133234,0.030946982,0.021682541
15/8/2023,13,93,4523866,28133234,0.028736483,0.033056989
16/8/2023,16,115,4523859,28133241,0.035368034,0.040876911
17/8/2023,10,84,4523846,28133254,0.022105085,0.029857904
18/8/2023,19,94,4523833,28133267,0.041999782,0.033412401
19/8/2023,18,96,4523826,28133274,0.039789329,0.034123295
20/8/2023,17,53,4523825,28133275,0.037578819,0.018838902
21/8/2023,17,55,4523821,28133279,0.037578852,0.019549801
22/8/2023,15,90,4523814,28133286,0.033157862,0.031990575
23/8/2023,18,118,4523807,28133293,0.039789496,0.041943188
24/8/2023,17,90,4523799,28133301,0.037579035,0.031990558
25/8/2023,21,95,4523772,28133328,0.046421438,0.033767779
26/8/2023,9,81,4523764,28133336,0.019894937,0.028791466
27/8/2023,18,55,4523761,28133339,0.0397899,0.019549759
28/8/2023,14,52,4523754,28133346,0.030947748,0.018483404
29/8/2023,13,73,4523748,28133352,0.028737233,0.02594785
30/8/2023,16,91,4523735,28133365,0.035369004,0.032345935
31/8/2023,13,68,4523731,28133369,0.028737341,0.024170585
1/9/2023,15,52,4523719,28133381,0.033158558,0.018483381
2/9/2023,8,49,4523709,28133391,0.017684603,0.017417026
3/9/2023,19,58,4523706,28133394,0.042000961,0.020616069
4/9/2023,12,45,4523700,28133400,0.026526958,0.015995223
5/9/2023,11,107,4523689,28133411,0.024316437,0.03803307
6/9/2023,14,87,4523671,28133429,0.030948316,0.030924065
7/9/2023,10,101,4523638,28133462,0.022106101,0.03590031
8/9/2023,9,99,4523625,28133475,0.019895548,0.035189396
9/9/2023,23,85,4523620,28133480,0.050844235,0.030213113
10/9/2023,18,70,4523618,28133482,0.039791158,0.024881385
11/9/2023,25,46,4523613,28133487,0.055265559,0.016350622
12/9/2023,18,110,4523608,28133492,0.039791246,0.039099306
13/9/2023,21,104,4523601,28133499,0.046423192,0.036966607
14/9/2023,19,103,4523577,28133523,0.042002159,0.036611128
15/9/2023,14,89,4523559,28133541,0.030949082,0.031634838
16/9/2023,18,73,4523557,28133543,0.039791695,0.025947674
17/9/2023,16,70,4523554,28133546,0.035370419,0.024881329
18/9/2023,8,47,4523548,28133552,0.017685233,0.016706031
19/9/2023,21,74,4523542,28133558,0.046423798,0.026303107
20/9/2023,14,108,4523536,28133564,0.03094924,0.038388311
21/9/2023,14,115,4523529,28133571,0.030949288,0.040876432
22/9/2023,18,99,4523507,28133593,0.039792135,0.035189249
23/9/2023,7,80,4523499,28133601,0.015474746,0.028435748
24/9/2023,12,62,4523491,28133609,0.026528184,0.022037699
25/9/2023,7,55,4523489,28133611,0.015474781,0.01954957
26/9/2023,15,151,4523485,28133615,0.033160274,0.053672448
27/9/2023,17,138,4523480,28133620,0.037581685,0.049051633
28/9/2023,18,112,4523477,28133623,0.039792399,0.039810017
29/9/2023,7,92,4523464,28133636,0.015474866,0.03270107
30/9/2023,13,84,4523455,28133645,0.028739094,0.029857489
