date,case_type,count
"Monday, 10 February, 2020",Deaths,0
"Tuesday, 11 February, 2020",Active,15
"Tuesday, 11 February, 2020",Recovered,3
"Tuesday, 11 February, 2020",Deaths,0
"Wednesday, 12 February, 2020",Active,15
"Wednesday, 12 February, 2020",Recovered,3
"Wednesday, 12 February, 2020",Deaths,0
"Thursday, 13 February, 2020",Active,15
"Thursday, 13 February, 2020",Recovered,3
"Thursday, 13 February, 2020",Deaths,0
"Friday, 14 February, 2020",Active,12
"Friday, 14 February, 2020",Recovered,7
"Friday, 14 February, 2020",Deaths,0
"Saturday, 15 February, 2020",Active,14
"Saturday, 15 February, 2020",Recovered,8
"Saturday, 15 February, 2020",Deaths,0
"Sunday, 16 February, 2020",Active,14
"Sunday, 16 February, 2020",Recovered,8
"Sunday, 16 February, 2020",Deaths,0
"Monday, 17 February, 2020",Active,11
"Monday, 17 February, 2020",Recovered,11
"Monday, 17 February, 2020",Deaths,0
"Tuesday, 18 February, 2020",Active,9
"Tuesday, 18 February, 2020",Recovered,13
"Tuesday, 18 February, 2020",Deaths,0
"Wednesday, 19 February, 2020",Active,5
"Wednesday, 19 February, 2020",Recovered,17
"Wednesday, 19 February, 2020",Deaths,0
"Thursday, 20 February, 2020",Active,5
"Thursday, 20 February, 2020",Recovered,17
"Thursday, 20 February, 2020",Deaths,0
"Friday, 21 February, 2020",Active,5
"Friday, 21 February, 2020",Recovered,17
"Friday, 21 February, 2020",Deaths,0
"Saturday, 22 February, 2020",Active,4
"Saturday, 22 February, 2020",Recovered,18
"Saturday, 22 February, 2020",Deaths,0
"Sunday, 23 February, 2020",Active,4
"Sunday, 23 February, 2020",Recovered,18
"Sunday, 23 February, 2020",Deaths,0
"Monday, 24 February, 2020",Active,2
"Monday, 24 February, 2020",Recovered,20
"Monday, 24 February, 2020",Deaths,0
"Tuesday, 25 February, 2020",Active,2
"Tuesday, 25 February, 2020",Recovered,20
"Tuesday, 25 February, 2020",Deaths,0
"Wednesday, 26 February, 2020",Active,2
"Wednesday, 26 February, 2020",Recovered,20
"Wednesday, 26 February, 2020",Deaths,0
"Thursday, 27 February, 2020",Active,1
"Thursday, 27 February, 2020",Recovered,22
"Thursday, 27 February, 2020",Deaths,0
"Friday, 28 February, 2020",Active,3
"Friday, 28 February, 2020",Recovered,22
"Friday, 28 February, 2020",Deaths,0
"Saturday, 29 February, 2020",Active,3
"Saturday, 29 February, 2020",Recovered,22
"Saturday, 29 February, 2020",Deaths,0
"Sunday, 1 March, 2020",Active,7
"Sunday, 1 March, 2020",Recovered,22
"Sunday, 1 March, 2020",Deaths,0
"Monday, 2 March, 2020",Active,7
"Monday, 2 March, 2020",Recovered,22
"Monday, 2 March, 2020",Deaths,0
"Tuesday, 3 March, 2020",Active,14
"Tuesday, 3 March, 2020",Recovered,22
"Tuesday, 3 March, 2020",Deaths,0
"Wednesday, 4 March, 2020",Active,27
"Wednesday, 4 March, 2020",Recovered,23
"Wednesday, 4 March, 2020",Deaths,0
"Thursday, 5 March, 2020",Active,32
"Thursday, 5 March, 2020",Recovered,23
"Thursday, 5 March, 2020",Deaths,0
"Friday, 6 March, 2020",Active,60
"Friday, 6 March, 2020",Recovered,23
"Friday, 6 March, 2020",Deaths,0
"Saturday, 7 March, 2020",Active,69
"Saturday, 7 March, 2020",Recovered,24
"Saturday, 7 March, 2020",Deaths,0
"Sunday, 8 March, 2020",Active,74
"Sunday, 8 March, 2020",Recovered,25
"Sunday, 8 March, 2020",Deaths,0
"Monday, 9 March, 2020",Active,91
"Monday, 9 March, 2020",Recovered,26
"Monday, 9 March, 2020",Deaths,0
"Tuesday, 10 March, 2020",Active,103
"Tuesday, 10 March, 2020",Recovered,26
"Tuesday, 10 March, 2020",Deaths,0
"Wednesday, 11 March, 2020",Active,122
"Wednesday, 11 March, 2020",Recovered,27
"Wednesday, 11 March, 2020",Deaths,0
"Thursday, 12 March, 2020",Active,125
"Thursday, 12 March, 2020",Recovered,33
"Thursday, 12 March, 2020",Deaths,0
"Friday, 13 March, 2020",Active,164
"Friday, 13 March, 2020",Recovered,33
"Friday, 13 March, 2020",Deaths,0
"Saturday, 14 March, 2020",Active,201
"Saturday, 14 March, 2020",Recovered,37
"Saturday, 14 March, 2020",Deaths,0
"Sunday, 15 March, 2020",Active,386
"Sunday, 15 March, 2020",Recovered,42
"Sunday, 15 March, 2020",Deaths,0
"Monday, 16 March, 2020",Active,511
"Monday, 16 March, 2020",Recovered,42
"Monday, 16 March, 2020",Deaths,0
"Tuesday, 17 March, 2020",Active,622
"Tuesday, 17 March, 2020",Recovered,49
"Tuesday, 17 March, 2020",Deaths,2
"Wednesday, 18 March, 2020",Active,728
"Wednesday, 18 March, 2020",Recovered,60
"Wednesday, 18 March, 2020",Deaths,2
"Thursday, 19 March, 2020",Active,823
"Thursday, 19 March, 2020",Recovered,75
"Thursday, 19 March, 2020",Deaths,2
"Friday, 20 March, 2020",Active,940
"Friday, 20 March, 2020",Recovered,87
"Friday, 20 March, 2020",Deaths,3
"Saturday, 21 March, 2020",Active,1062
"Saturday, 21 March, 2020",Recovered,114
"Saturday, 21 March, 2020",Deaths,7
"Sunday, 22 March, 2020",Active,1156
"Sunday, 22 March, 2020",Recovered,139
"Sunday, 22 March, 2020",Deaths,11
"Monday, 23 March, 2020",Active,1343
"Monday, 23 March, 2020",Recovered,159
"Monday, 23 March, 2020",Deaths,16
"Tuesday, 24 March, 2020",Active,1423
"Tuesday, 24 March, 2020",Recovered,183
"Tuesday, 24 March, 2020",Deaths,18
"Wednesday, 25 March, 2020",Active,1576
"Wednesday, 25 March, 2020",Recovered,199
"Wednesday, 25 March, 2020",Deaths,21
"Thursday, 26 March, 2020",Active,1790
"Thursday, 26 March, 2020",Recovered,215
"Thursday, 26 March, 2020",Deaths,26
"Friday, 27 March, 2020",Active,1874
"Friday, 27 March, 2020",Recovered,259
"Friday, 27 March, 2020",Deaths,28
"Saturday, 28 March, 2020",Active,1966
"Saturday, 28 March, 2020",Recovered,320
"Saturday, 28 March, 2020",Deaths,34
"Sunday, 29 March, 2020",Active,2043
"Sunday, 29 March, 2020",Recovered,388
"Sunday, 29 March, 2020",Deaths,39
"Monday, 30 March, 2020",Active,2105
"Monday, 30 March, 2020",Recovered,478
"Monday, 30 March, 2020",Deaths,43
"Tuesday, 31 March, 2020",Active,2182
"Tuesday, 31 March, 2020",Recovered,536
"Tuesday, 31 March, 2020",Deaths,48
"Wednesday, 1 April, 2020",Active,2214
"Wednesday, 1 April, 2020",Recovered,644
"Wednesday, 1 April, 2020",Deaths,50
"Thursday, 2 April, 2020",Active,2298
"Thursday, 2 April, 2020",Recovered,766
"Thursday, 2 April, 2020",Deaths,52
"Friday, 3 April, 2020",Active,2450
"Friday, 3 April, 2020",Recovered,826
"Friday, 3 April, 2020",Deaths,57
"Saturday, 4 April, 2020",Active,2509
"Saturday, 4 April, 2020",Recovered,914
"Saturday, 4 April, 2020",Deaths,60
"Sunday, 5 April, 2020",Active,2596
"Sunday, 5 April, 2020",Recovered,1004
"Sunday, 5 April, 2020",Deaths,62
"Monday, 6 April, 2020",Active,2489
"Monday, 6 April, 2020",Recovered,1240
"Monday, 6 April, 2020",Deaths,64
"Tuesday, 7 April, 2020",Active,2578
"Tuesday, 7 April, 2020",Recovered,1320
"Tuesday, 7 April, 2020",Deaths,65
"Wednesday, 8 April, 2020",Active,2567
"Wednesday, 8 April, 2020",Recovered,1486
"Wednesday, 8 April, 2020",Deaths,66
"Thursday, 9 April, 2020",Active,2553
"Thursday, 9 April, 2020",Recovered,1607
"Thursday, 9 April, 2020",Deaths,68
"Friday, 10 April, 2020",Active,2446
"Friday, 10 April, 2020",Recovered,1829
"Friday, 10 April, 2020",Deaths,71
"Saturday, 11 April, 2020",Active,2462
"Saturday, 11 April, 2020",Recovered,1994
"Saturday, 11 April, 2020",Deaths,74
"Sunday, 12 April, 2020",Active,2497
"Sunday, 12 April, 2020",Recovered,2107
"Sunday, 12 April, 2020",Deaths,79
"Monday, 13 April, 2020",Active,2462
"Monday, 13 April, 2020",Recovered,2275
"Monday, 13 April, 2020",Deaths,80
"Tuesday, 14 April, 2020",Active,2427
"Tuesday, 14 April, 2020",Recovered,2477
"Tuesday, 14 April, 2020",Deaths,83
"Wednesday, 15 April, 2020",Active,2341
"Wednesday, 15 April, 2020",Recovered,2646
"Wednesday, 15 April, 2020",Deaths,85
"Thursday, 16 April, 2020",Active,2330
"Thursday, 16 April, 2020",Recovered,2765
"Thursday, 16 April, 2020",Deaths,87
"Friday, 17 April, 2020",Active,2197
"Friday, 17 April, 2020",Recovered,2966
"Friday, 17 April, 2020",Deaths,88
"Saturday, 18 April, 2020",Active,2116
"Saturday, 18 April, 2020",Recovered,3101
"Saturday, 18 April, 2020",Deaths,88
"Sunday, 19 April, 2020",Active,2104
"Sunday, 19 April, 2020",Recovered,3196
"Sunday, 19 April, 2020",Deaths,89
"Monday, 20 April, 2020",Active,2041
"Monday, 20 April, 2020",Recovered,3294
"Monday, 20 April, 2020",Deaths,90
"Tuesday, 21 April, 2020",Active,2042
"Tuesday, 21 April, 2020",Recovered,3348
"Tuesday, 21 April, 2020",Deaths,92
"Wednesday, 22 April, 2020",Active,1987
"Wednesday, 22 April, 2020",Recovered,3451
"Wednesday, 22 April, 2020",Deaths,94
"Thursday, 23 April, 2020",Active,1967
"Thursday, 23 April, 2020",Recovered,3541
"Thursday, 23 April, 2020",Deaths,95
"Friday, 24 April, 2020",Active,1933
"Friday, 24 April, 2020",Recovered,3662
"Friday, 24 April, 2020",Deaths,96
"Saturday, 25 April, 2020",Active,1883
"Saturday, 25 April, 2020",Recovered,3761
"Saturday, 25 April, 2020",Deaths,98
"Sunday, 26 April, 2020",Active,1821
"Sunday, 26 April, 2020",Recovered,3861
"Sunday, 26 April, 2020",Deaths,98
"Monday, 27 April, 2020",Active,1765
"Monday, 27 April, 2020",Recovered,3956
"Monday, 27 April, 2020",Deaths,99
"Tuesday, 28 April, 2020",Active,1720
"Tuesday, 28 April, 2020",Recovered,4031
"Tuesday, 28 April, 2020",Deaths,100
"Wednesday, 29 April, 2020",Active,1758
"Wednesday, 29 April, 2020",Recovered,4086
"Wednesday, 29 April, 2020",Deaths,101
"Thursday, 30 April, 2020",Active,1729
"Thursday, 30 April, 2020",Recovered,4170
"Thursday, 30 April, 2020",Deaths,103
"Friday, 1 May, 2020",Active,1759
"Friday, 1 May, 2020",Recovered,4209
"Friday, 1 May, 2020",Deaths,103
"Saturday, 2 May, 2020",Active,1747
"Saturday, 2 May, 2020",Recovered,4325
"Saturday, 2 May, 2020",Deaths,104
"Sunday, 3 May, 2020",Active,1781
"Sunday, 3 May, 2020",Recovered,4412
"Sunday, 3 May, 2020",Deaths,105
"Monday, 4 May, 2020",Active,1765
"Monday, 4 May, 2020",Recovered,4483
"Monday, 4 May, 2020",Deaths,105
"Tuesday, 5 May, 2020",Active,1710
"Tuesday, 5 May, 2020",Recovered,4566
"Tuesday, 5 May, 2020",Deaths,107
"Wednesday, 6 May, 2020",Active,1620
"Wednesday, 6 May, 2020",Recovered,4701
"Wednesday, 6 May, 2020",Deaths,107
"Thursday, 7 May, 2020",Active,1584
"Thursday, 7 May, 2020",Recovered,4775
"Thursday, 7 May, 2020",Deaths,108
"Friday, 8 May, 2020",Active,1564
"Friday, 8 May, 2020",Recovered,4863
"Friday, 8 May, 2020",Deaths,108
"Saturday, 9 May, 2020",Active,1552
"Saturday, 9 May, 2020",Recovered,4928
"Saturday, 9 May, 2020",Deaths,109
"Sunday, 10 May, 2020",Active,1522
"Sunday, 10 May, 2020",Recovered,5024
"Sunday, 10 May, 2020",Deaths,110
"Monday, 11 May, 2020",Active,1504
"Monday, 11 May, 2020",Recovered,5112
"Monday, 11 May, 2020",Deaths,110
"Tuesday, 12 May, 2020",Active,1409
"Tuesday, 12 May, 2020",Recovered,5222
"Tuesday, 12 May, 2020",Deaths,111
"Wednesday, 13 May, 2020",Active,1386
"Wednesday, 13 May, 2020",Recovered,5280
"Wednesday, 13 May, 2020",Deaths,113
"Thursday, 14 May, 2020",Active,1356
"Thursday, 14 May, 2020",Recovered,5350
"Thursday, 14 May, 2020",Deaths,113
"Friday, 15 May, 2020",Active,1304
"Friday, 15 May, 2020",Recovered,5438
"Friday, 15 May, 2020",Deaths,113
"Saturday, 16 May, 2020",Active,1248
"Saturday, 16 May, 2020",Recovered,5511
"Saturday, 16 May, 2020",Deaths,113
"Sunday, 17 May, 2020",Active,1211
"Sunday, 17 May, 2020",Recovered,5570
"Sunday, 17 May, 2020",Deaths,113
"Monday, 18 May, 2020",Active,1213
"Monday, 18 May, 2020",Recovered,5614
"Monday, 18 May, 2020",Deaths,114
"Tuesday, 19 May, 2020",Active,1219
"Tuesday, 19 May, 2020",Recovered,5645
"Tuesday, 19 May, 2020",Deaths,114
"Wednesday, 20 May, 2020",Active,1190
"Wednesday, 20 May, 2020",Recovered,5705
"Wednesday, 20 May, 2020",Deaths,114
"Thursday, 21 May, 2020",Active,1149
"Thursday, 21 May, 2020",Recovered,5795
"Thursday, 21 May, 2020",Deaths,115
"Friday, 22 May, 2020",Active,1164
"Friday, 22 May, 2020",Recovered,5858
"Friday, 22 May, 2020",Deaths,115
"Saturday, 23 May, 2020",Active,1159
"Saturday, 23 May, 2020",Recovered,5911
"Saturday, 23 May, 2020",Deaths,115
"Sunday, 24 May, 2020",Active,1186
"Sunday, 24 May, 2020",Recovered,5944
"Sunday, 24 May, 2020",Deaths,115
"Monday, 25 May, 2020",Active,1324
"Monday, 25 May, 2020",Recovered,5978
"Monday, 25 May, 2020",Deaths,115
"Tuesday, 26 May, 2020",Active,1449
"Tuesday, 26 May, 2020",Recovered,6040
"Tuesday, 26 May, 2020",Deaths,115
"Wednesday, 27 May, 2020",Active,1422
"Wednesday, 27 May, 2020",Recovered,6082
"Wednesday, 27 May, 2020",Deaths,115
"Thursday, 28 May, 2020",Active,1346
"Thursday, 28 May, 2020",Recovered,6168
"Thursday, 28 May, 2020",Deaths,115
"Friday, 29 May, 2020",Active,1383
"Friday, 29 May, 2020",Recovered,6234
"Friday, 29 May, 2020",Deaths,115
"Saturday, 30 May, 2020",Active,1318
"Saturday, 30 May, 2020",Recovered,6329
"Saturday, 30 May, 2020",Deaths,115
"Sunday, 31 May, 2020",Active,1352
"Sunday, 31 May, 2020",Recovered,6352
"Sunday, 31 May, 2020",Deaths,115
"Monday, 1 June, 2020",Active,1339
"Monday, 1 June, 2020",Recovered,6403
"Monday, 1 June, 2020",Deaths,115
"Tuesday, 2 June, 2020",Active,1293
"Tuesday, 2 June, 2020",Recovered,6469
"Tuesday, 2 June, 2020",Deaths,115
"Wednesday, 3 June, 2020",Active,1325
"Wednesday, 3 June, 2020",Recovered,6530
"Wednesday, 3 June, 2020",Deaths,115
"Thursday, 4 June, 2020",Active,1573
"Thursday, 4 June, 2020",Recovered,6558
"Thursday, 4 June, 2020",Deaths,116
"Friday, 5 June, 2020",Active,1540
"Friday, 5 June, 2020",Recovered,6609
"Friday, 5 June, 2020",Deaths,117
"Saturday, 6 June, 2020",Active,1552
"Saturday, 6 June, 2020",Recovered,6634
"Saturday, 6 June, 2020",Deaths,117
"Sunday, 7 June, 2020",Active,1532
"Sunday, 7 June, 2020",Recovered,6673
"Sunday, 7 June, 2020",Deaths,117
"Monday, 8 June, 2020",Active,1519
"Monday, 8 June, 2020",Recovered,6693
"Monday, 8 June, 2020",Deaths,117
"Tuesday, 9 June, 2020",Active,1245
"Tuesday, 9 June, 2020",Recovered,6974
"Tuesday, 9 June, 2020",Deaths,117
"Wednesday, 10 June, 2020",Active,1207
"Wednesday, 10 June, 2020",Recovered,7013
"Wednesday, 10 June, 2020",Deaths,118
"Thursday, 11 June, 2020",Active,1186
"Thursday, 11 June, 2020",Recovered,7064
"Thursday, 11 June, 2020",Deaths,119
"Friday, 12 June, 2020",Active,1114
"Friday, 12 June, 2020",Recovered,7167
"Friday, 12 June, 2020",Deaths,121
"Saturday, 13 June, 2020",Active,1014
"Saturday, 13 June, 2020",Recovered,7310
"Saturday, 13 June, 2020",Deaths,121
"Sunday, 14 June, 2020",Active,987
"Sunday, 14 June, 2020",Recovered,7345
"Sunday, 14 June, 2020",Deaths,121
"Monday, 15 June, 2020",Active,974
"Monday, 15 June, 2020",Recovered,7399
"Monday, 15 June, 2020",Deaths,121
"Tuesday, 16 June, 2020",Active,652
"Tuesday, 16 June, 2020",Recovered,7732
"Tuesday, 16 June, 2020",Deaths,121
"Wednesday, 17 June, 2020",Active,522
"Wednesday, 17 June, 2020",Recovered,7872
"Wednesday, 17 June, 2020",Deaths,121
"Thursday, 18 June, 2020",Active,409
"Thursday, 18 June, 2020",Recovered,7999
"Thursday, 18 June, 2020",Deaths,121
"Friday, 19 June, 2020",Active,345
"Friday, 19 June, 2020",Recovered,8069
"Friday, 19 June, 2020",Deaths,121
"Saturday, 20 June, 2020",Active,290
"Saturday, 20 June, 2020",Recovered,8145
"Saturday, 20 June, 2020",Deaths,121
"Sunday, 21 June, 2020",Active,296
"Sunday, 21 June, 2020",Recovered,8155
"Sunday, 21 June, 2020",Deaths,121
"Monday, 22 June, 2020",Active,290
"Monday, 22 June, 2020",Recovered,8176
"Monday, 22 June, 2020",Deaths,121
"Tuesday, 23 June, 2020",Active,284
"Tuesday, 23 June, 2020",Recovered,8185
"Tuesday, 23 June, 2020",Deaths,121
"Wednesday, 24 June, 2020",Active,245
"Wednesday, 24 June, 2020",Recovered,8230
"Wednesday, 24 June, 2020",Deaths,121
"Thursday, 25 June, 2020",Active,209
"Thursday, 25 June, 2020",Recovered,8270
"Thursday, 25 June, 2020",Deaths,121
"Friday, 26 June, 2020",Active,192
"Friday, 26 June, 2020",Recovered,8293
"Friday, 26 June, 2020",Deaths,121
"Saturday, 27 June, 2020",Active,188
"Saturday, 27 June, 2020",Recovered,8307
"Saturday, 27 June, 2020",Deaths,121
"Sunday, 28 June, 2020",Active,196
"Sunday, 28 June, 2020",Recovered,8317
"Sunday, 28 June, 2020",Deaths,121
"Monday, 29 June, 2020",Active,183
"Monday, 29 June, 2020",Recovered,8333
"Monday, 29 June, 2020",Deaths,121
"Tuesday, 30 June, 2020",Active,165
"Tuesday, 30 June, 2020",Recovered,8353
"Tuesday, 30 June, 2020",Deaths,121
"Wednesday, 1 July, 2020",Active,145
"Wednesday, 1 July, 2020",Recovered,8374
"Wednesday, 1 July, 2020",Deaths,121
"Thursday, 2 July, 2020",Active,86
"Thursday, 2 July, 2020",Recovered,8436
"Thursday, 2 July, 2020",Deaths,121
"Friday, 3 July, 2020",Active,82
"Friday, 3 July, 2020",Recovered,8445
"Friday, 3 July, 2020",Deaths,121
"Saturday, 4 July, 2020",Active,77
"Saturday, 4 July, 2020",Recovered,8460
"Saturday, 4 July, 2020",Deaths,121
"Sunday, 5 July, 2020",Active,78
"Sunday, 5 July, 2020",Recovered,8464
"Sunday, 5 July, 2020",Deaths,121
"Monday, 6 July, 2020",Active,72
"Monday, 6 July, 2020",Recovered,8475
"Monday, 6 July, 2020",Deaths,121
"Tuesday, 7 July, 2020",Active,73
"Tuesday, 7 July, 2020",Recovered,8480
"Tuesday, 7 July, 2020",Deaths,121
"Wednesday, 8 July, 2020",Active,71
"Wednesday, 8 July, 2020",Recovered,8485
"Wednesday, 8 July, 2020",Deaths,121
"Thursday, 9 July, 2020",Active,64
"Thursday, 9 July, 2020",Recovered,8498
"Thursday, 9 July, 2020",Deaths,121
"Friday, 10 July, 2020",Active,64
"Friday, 10 July, 2020",Recovered,8510
"Friday, 10 July, 2020",Deaths,122
"Saturday, 11 July, 2020",Active,68
"Saturday, 11 July, 2020",Recovered,8514
"Saturday, 11 July, 2020",Deaths,122
"Sunday, 12 July, 2020",Active,78
"Sunday, 12 July, 2020",Recovered,8518
"Sunday, 12 July, 2020",Deaths,122
"Monday, 13 July, 2020",Active,84
"Monday, 13 July, 2020",Recovered,8519
"Monday, 13 July, 2020",Deaths,122
"Tuesday, 14 July, 2020",Active,84
"Tuesday, 14 July, 2020",Recovered,8523
"Tuesday, 14 July, 2020",Deaths,122
"Wednesday, 15 July, 2020",Active,87
"Wednesday, 15 July, 2020",Recovered,8525
"Wednesday, 15 July, 2020",Deaths,122
"Thursday, 16 July, 2020",Active,78
"Thursday, 16 July, 2020",Recovered,8537
"Thursday, 16 July, 2020",Deaths,122
"Friday, 17 July, 2020",Active,92
"Friday, 17 July, 2020",Recovered,8540
"Friday, 17 July, 2020",Deaths,123
"Saturday, 18 July, 2020",Active,96
"Saturday, 18 July, 2020",Recovered,8545
"Saturday, 18 July, 2020",Deaths,123
"Sunday, 19 July, 2020",Active,104
"Sunday, 19 July, 2020",Recovered,8552
"Sunday, 19 July, 2020",Deaths,123
"Monday, 20 July, 2020",Active,123
"Monday, 20 July, 2020",Recovered,8554
"Monday, 20 July, 2020",Deaths,123
"Tuesday, 21 July, 2020",Active,131
"Tuesday, 21 July, 2020",Recovered,8561
"Tuesday, 21 July, 2020",Deaths,123
"Wednesday, 22 July, 2020",Active,143
"Wednesday, 22 July, 2020",Recovered,8565
"Wednesday, 22 July, 2020",Deaths,123
"Thursday, 23 July, 2020",Active,144
"Thursday, 23 July, 2020",Recovered,8573
"Thursday, 23 July, 2020",Deaths,123
"Friday, 24 July, 2020",Active,162
"Friday, 24 July, 2020",Recovered,8576
"Friday, 24 July, 2020",Deaths,123
"Saturday, 25 July, 2020",Active,168
"Saturday, 25 July, 2020",Recovered,8593
"Saturday, 25 July, 2020",Deaths,123
"Sunday, 26 July, 2020",Active,174
"Sunday, 26 July, 2020",Recovered,8599
"Sunday, 26 July, 2020",Deaths,124
"Monday, 27 July, 2020",Active,180
"Monday, 27 July, 2020",Recovered,8600
"Monday, 27 July, 2020",Deaths,124
"Tuesday, 28 July, 2020",Active,213
"Tuesday, 28 July, 2020",Recovered,8606
"Tuesday, 28 July, 2020",Deaths,124
"Wednesday, 29 July, 2020",Active,220
"Wednesday, 29 July, 2020",Recovered,8611
"Wednesday, 29 July, 2020",Deaths,125
"Thursday, 30 July, 2020",Active,223
"Thursday, 30 July, 2020",Recovered,8616
"Thursday, 30 July, 2020",Deaths,125
"Friday, 31 July, 2020",Active,208
"Friday, 31 July, 2020",Recovered,8643
"Friday, 31 July, 2020",Deaths,125
"Saturday, 1 August, 2020",Active,214
"Saturday, 1 August, 2020",Recovered,8646
"Saturday, 1 August, 2020",Deaths,125
"Sunday, 2 August, 2020",Active,211
"Sunday, 2 August, 2020",Recovered,8663
"Sunday, 2 August, 2020",Deaths,125
"Monday, 3 August, 2020",Active,209
"Monday, 3 August, 2020",Recovered,8667
"Monday, 3 August, 2020",Deaths,125
"Tuesday, 4 August, 2020",Active,194
"Tuesday, 4 August, 2020",Recovered,8683
"Tuesday, 4 August, 2020",Deaths,125
"Wednesday, 5 August, 2020",Active,197
"Wednesday, 5 August, 2020",Recovered,8701
"Wednesday, 5 August, 2020",Deaths,125
"Thursday, 6 August, 2020",Active,201
"Thursday, 6 August, 2020",Recovered,8712
"Thursday, 6 August, 2020",Deaths,125
"Friday, 7 August, 2020",Active,211
"Friday, 7 August, 2020",Recovered,8727
"Friday, 7 August, 2020",Deaths,125
"Saturday, 8 August, 2020",Active,171
"Saturday, 8 August, 2020",Recovered,8774
"Saturday, 8 August, 2020",Deaths,125
"Sunday, 9 August, 2020",Active,175
"Sunday, 9 August, 2020",Recovered,8783
"Sunday, 9 August, 2020",Deaths,125
"Monday, 10 August, 2020",Active,167
"Monday, 10 August, 2020",Recovered,8802
"Monday, 10 August, 2020",Deaths,125
"Tuesday, 11 August, 2020",Active,170
"Tuesday, 11 August, 2020",Recovered,8808
"Tuesday, 11 August, 2020",Deaths,125
"Wednesday, 12 August, 2020",Active,173
"Wednesday, 12 August, 2020",Recovered,8816
"Wednesday, 12 August, 2020",Deaths,125
"Thursday, 13 August, 2020",Active,184
"Thursday, 13 August, 2020",Recovered,8820
"Thursday, 13 August, 2020",Deaths,125
"Friday, 14 August, 2020",Active,197
"Friday, 14 August, 2020",Recovered,8827
"Friday, 14 August, 2020",Deaths,125
"Saturday, 15 August, 2020",Active,220
"Saturday, 15 August, 2020",Recovered,8830
"Saturday, 15 August, 2020",Deaths,125
"Sunday, 16 August, 2020",Active,217
"Sunday, 16 August, 2020",Recovered,8858
"Sunday, 16 August, 2020",Deaths,125
"Monday, 17 August, 2020",Active,212
"Monday, 17 August, 2020",Recovered,8875
"Monday, 17 August, 2020",Deaths,125
"Tuesday, 18 August, 2020",Active,193
"Tuesday, 18 August, 2020",Recovered,8901
"Tuesday, 18 August, 2020",Deaths,125
"Wednesday, 19 August, 2020",Active,186
"Wednesday, 19 August, 2020",Recovered,8924
"Wednesday, 19 August, 2020",Deaths,125
"Thursday, 20 August, 2020",Active,184
"Thursday, 20 August, 2020",Recovered,8931
"Thursday, 20 August, 2020",Deaths,125
"Friday, 21 August, 2020",Active,180
"Friday, 21 August, 2020",Recovered,8944
"Friday, 21 August, 2020",Deaths,125
"Saturday, 22 August, 2020",Active,184
"Saturday, 22 August, 2020",Recovered,8948
"Saturday, 22 August, 2020",Deaths,125
"Sunday, 23 August, 2020",Active,184
"Sunday, 23 August, 2020",Recovered,8958
"Sunday, 23 August, 2020",Deaths,125
"Monday, 24 August, 2020",Active,185
"Monday, 24 August, 2020",Recovered,8964
"Monday, 24 August, 2020",Deaths,125
"Tuesday, 25 August, 2020",Active,190
"Tuesday, 25 August, 2020",Recovered,8970
"Tuesday, 25 August, 2020",Deaths,125
"Wednesday, 26 August, 2020",Active,189
"Wednesday, 26 August, 2020",Recovered,8977
"Wednesday, 26 August, 2020",Deaths,125
"Thursday, 27 August, 2020",Active,178
"Thursday, 27 August, 2020",Recovered,8993
"Thursday, 27 August, 2020",Deaths,125
"Friday, 28 August, 2020",Active,152
"Friday, 28 August, 2020",Recovered,9029
"Friday, 28 August, 2020",Deaths,125
"Saturday, 29 August, 2020",Active,154
"Saturday, 29 August, 2020",Recovered,9037
"Saturday, 29 August, 2020",Deaths,126
"Sunday, 30 August, 2020",Active,160
"Sunday, 30 August, 2020",Recovered,9047
"Sunday, 30 August, 2020",Deaths,127
"Monday, 31 August, 2020",Active,160
"Monday, 31 August, 2020",Recovered,9053
"Monday, 31 August, 2020",Deaths,127
"Tuesday, 1 September, 2020",Active,152
"Tuesday, 1 September, 2020",Recovered,9074
"Tuesday, 1 September, 2020",Deaths,128
"Wednesday, 2 September, 2020",Active,154
"Wednesday, 2 September, 2020",Recovered,9078
"Wednesday, 2 September, 2020",Deaths,128
"Thursday, 3 September, 2020",Active,164
"Thursday, 3 September, 2020",Recovered,9082
"Thursday, 3 September, 2020",Deaths,128
"Friday, 4 September, 2020",Active,166
"Friday, 4 September, 2020",Recovered,9091
"Friday, 4 September, 2020",Deaths,128
"Saturday, 5 September, 2020",Active,151
"Saturday, 5 September, 2020",Recovered,9112
"Saturday, 5 September, 2020",Deaths,128
"Sunday, 6 September, 2020",Active,155
"Sunday, 6 September, 2020",Recovered,9114
"Sunday, 6 September, 2020",Deaths,128
"Monday, 7 September, 2020",Active,208
"Monday, 7 September, 2020",Recovered,9123
"Monday, 7 September, 2020",Deaths,128
"Tuesday, 8 September, 2020",Active,296
"Tuesday, 8 September, 2020",Recovered,9135
"Tuesday, 8 September, 2020",Deaths,128
"Wednesday, 9 September, 2020",Active,313
"Wednesday, 9 September, 2020",Recovered,9142
"Wednesday, 9 September, 2020",Deaths,128
"Thursday, 10 September, 2020",Active,334
"Thursday, 10 September, 2020",Recovered,9166
"Thursday, 10 September, 2020",Deaths,128
"Friday, 11 September, 2020",Active,502
"Friday, 11 September, 2020",Recovered,9180
"Friday, 11 September, 2020",Deaths,128
"Saturday, 12 September, 2020",Active,552
