date,case_type,count
"Saturday, 12 September, 2020",Recovered,9188
"Saturday, 12 September, 2020",Deaths,128
"Sunday, 13 September, 2020",Active,592
"Sunday, 13 September, 2020",Recovered,9195
"Sunday, 13 September, 2020",Deaths,128
"Monday, 14 September, 2020",Active,615
"Monday, 14 September, 2020",Recovered,9202
"Monday, 14 September, 2020",Deaths,129
"Tuesday, 15 September, 2020",Active,632
"Tuesday, 15 September, 2020",Recovered,9208
"Tuesday, 15 September, 2020",Deaths,129
"Wednesday, 16 September, 2020",Active,668
"Wednesday, 16 September, 2020",Recovered,9234
"Wednesday, 16 September, 2020",Deaths,129
"Thursday, 17 September, 2020",Active,674
"Thursday, 17 September, 2020",Recovered,9249
"Thursday, 17 September, 2020",Deaths,129
"Friday, 18 September, 2020",Active,754
"Friday, 18 September, 2020",Recovered,9263
"Friday, 18 September, 2020",Deaths,130
"Saturday, 19 September, 2020",Active,722
"Saturday, 19 September, 2020",Recovered,9314
"Saturday, 19 September, 2020",Deaths,131
"Sunday, 20 September, 2020",Active,734
"Sunday, 20 September, 2020",Recovered,9354
"Sunday, 20 September, 2020",Deaths,131
"Monday, 21 September, 2020",Active,751
"Monday, 21 September, 2020",Recovered,9394
"Monday, 21 September, 2020",Deaths,131
"Tuesday, 22 September, 2020",Active,664
"Tuesday, 22 September, 2020",Recovered,9562
"Tuesday, 22 September, 2020",Deaths,132
"Wednesday, 23 September, 2020",Active,771
"Wednesday, 23 September, 2020",Recovered,9601
"Wednesday, 23 September, 2020",Deaths,133
"Thursday, 24 September, 2020",Active,779
"Thursday, 24 September, 2020",Recovered,9665
"Thursday, 24 September, 2020",Deaths,133
"Friday, 25 September, 2020",Active,859
"Friday, 25 September, 2020",Recovered,9695
"Friday, 25 September, 2020",Deaths,133
"Saturday, 26 September, 2020",Active,851
"Saturday, 26 September, 2020",Recovered,9784
"Saturday, 26 September, 2020",Deaths,134
"Sunday, 27 September, 2020",Active,950
"Sunday, 27 September, 2020",Recovered,9834
"Sunday, 27 September, 2020",Deaths,135
"Monday, 28 September, 2020",Active,1010
"Monday, 28 September, 2020",Recovered,9888
"Monday, 28 September, 2020",Deaths,136
"Tuesday, 29 September, 2020",Active,1061
"Tuesday, 29 September, 2020",Recovered,9938
"Tuesday, 29 September, 2020",Deaths,136
"Wednesday, 30 September, 2020",Active,1122
"Wednesday, 30 September, 2020",Recovered,9966
"Wednesday, 30 September, 2020",Deaths,136
"Thursday, 1 October, 2020",Active,1335
"Thursday, 1 October, 2020",Recovered,10013
"Thursday, 1 October, 2020",Deaths,136
"Friday, 2 October, 2020",Active,1539
"Friday, 2 October, 2020",Recovered,10094
"Friday, 2 October, 2020",Deaths,138
"Saturday, 3 October, 2020",Active,1734
"Saturday, 3 October, 2020",Recovered,10215
"Saturday, 3 October, 2020",Deaths,139
"Sunday, 4 October, 2020",Active,1958
"Sunday, 4 October, 2020",Recovered,10282
"Sunday, 4 October, 2020",Deaths,141
"Monday, 5 October, 2020",Active,2330
"Monday, 5 October, 2020",Recovered,10339
"Monday, 5 October, 2020",Deaths,144
"Tuesday, 6 October, 2020",Active,2933
"Tuesday, 6 October, 2020",Recovered,10426
"Tuesday, 6 October, 2020",Deaths,145
"Wednesday, 7 October, 2020",Active,3345
"Wednesday, 7 October, 2020",Recovered,10500
"Wednesday, 7 October, 2020",Deaths,148
"Thursday, 8 October, 2020",Active,3697
"Thursday, 8 October, 2020",Recovered,10518
"Thursday, 8 October, 2020",Deaths,153
"Friday, 9 October, 2020",Active,3859
"Friday, 9 October, 2020",Recovered,10706
"Friday, 9 October, 2020",Deaths,157
"Saturday, 10 October, 2020",Active,4157
"Saturday, 10 October, 2020",Recovered,10779
"Saturday, 10 October, 2020",Deaths,160
"Sunday, 11 October, 2020",Active,4582
"Sunday, 11 October, 2020",Recovered,10912
"Sunday, 11 October, 2020",Deaths,163
"Monday, 12 October, 2020",Active,5033
"Monday, 12 October, 2020",Recovered,11021
"Monday, 12 October, 2020",Deaths,166
"Tuesday, 13 October, 2020",Active,5339
"Tuesday, 13 October, 2020",Recovered,11371
"Tuesday, 13 October, 2020",Deaths,170
"Wednesday, 14 October, 2020",Active,5762
"Wednesday, 14 October, 2020",Recovered,11604
"Wednesday, 14 October, 2020",Deaths,174
"Thursday, 15 October, 2020",Active,5940
"Thursday, 15 October, 2020",Recovered,12013
"Thursday, 15 October, 2020",Deaths,176
"Friday, 16 October, 2020",Active,6318
"Friday, 16 October, 2020",Recovered,12258
"Friday, 16 October, 2020",Deaths,182
"Saturday, 17 October, 2020",Active,6879
"Saturday, 17 October, 2020",Recovered,12560
"Saturday, 17 October, 2020",Deaths,188
"Sunday, 18 October, 2020",Active,7047
"Sunday, 18 October, 2020",Recovered,13261
"Sunday, 18 October, 2020",Deaths,190
"Monday, 19 October, 2020",Active,7450
"Monday, 19 October, 2020",Recovered,13716
"Monday, 19 October, 2020",Deaths,197
"Tuesday, 20 October, 2020",Active,7674
"Tuesday, 20 October, 2020",Recovered,14350
"Tuesday, 20 October, 2020",Deaths,201
"Wednesday, 21 October, 2020",Active,7819
"Wednesday, 21 October, 2020",Recovered,14930
"Wednesday, 21 October, 2020",Deaths,208
"Thursday, 22 October, 2020",Active,8169
"Thursday, 22 October, 2020",Recovered,15416
"Thursday, 22 October, 2020",Deaths,219
"Friday, 23 October, 2020",Active,8403
"Friday, 23 October, 2020",Recovered,15883
"Friday, 23 October, 2020",Deaths,228
"Saturday, 24 October, 2020",Active,8957
"Saturday, 24 October, 2020",Recovered,16554
"Saturday, 24 October, 2020",Deaths,231
"Sunday, 25 October, 2020",Active,9195
"Sunday, 25 October, 2020",Recovered,17133
"Sunday, 25 October, 2020",Deaths,237
"Monday, 26 October, 2020",Active,9742
"Monday, 26 October, 2020",Recovered,17824
"Monday, 26 October, 2020",Deaths,239
"Tuesday, 27 October, 2020",Active,9901
"Tuesday, 27 October, 2020",Recovered,18498
"Tuesday, 27 October, 2020",Deaths,241
"Wednesday, 28 October, 2020",Active,10119
"Wednesday, 28 October, 2020",Recovered,19071
"Wednesday, 28 October, 2020",Deaths,251
"Thursday, 29 October, 2020",Active,10079
"Thursday, 29 October, 2020",Recovered,19756
"Thursday, 29 October, 2020",Deaths,255
"Friday, 30 October, 2020",Active,10384
"Friday, 30 October, 2020",Recovered,20247
"Friday, 30 October, 2020",Deaths,258
"Saturday, 31 October, 2020",Active,10038
"Saturday, 31 October, 2020",Recovered,21247
"Saturday, 31 October, 2020",Deaths,263
"Sunday, 1 November, 2020",Active,10020
"Sunday, 1 November, 2020",Recovered,22219
"Sunday, 1 November, 2020",Deaths,266
"Monday, 2 November, 2020",Active,9952
"Monday, 2 November, 2020",Recovered,23119
"Monday, 2 November, 2020",Deaths,268
"Tuesday, 3 November, 2020",Active,10129
"Tuesday, 3 November, 2020",Recovered,23994
"Tuesday, 3 November, 2020",Deaths,270
"Wednesday, 4 November, 2020",Active,10340
"Wednesday, 4 November, 2020",Recovered,24814
"Wednesday, 4 November, 2020",Deaths,271
"Thursday, 5 November, 2020",Active,10504
"Thursday, 5 November, 2020",Recovered,25653
"Thursday, 5 November, 2020",Deaths,277
"Friday, 6 November, 2020",Active,11531
"Friday, 6 November, 2020",Recovered,26379
"Friday, 6 November, 2020",Deaths,279
"Saturday, 7 November, 2020",Active,11667
"Saturday, 7 November, 2020",Recovered,27408
"Saturday, 7 November, 2020",Deaths,282
"Sunday, 8 November, 2020",Active,11690
"Sunday, 8 November, 2020",Recovered,28233
"Sunday, 8 November, 2020",Deaths,286
"Monday, 9 November, 2020",Active,11309
"Monday, 9 November, 2020",Recovered,29578
"Monday, 9 November, 2020",Deaths,294
"Tuesday, 10 November, 2020",Active,11447
"Tuesday, 10 November, 2020",Recovered,30303
"Tuesday, 10 November, 2020",Deaths,300
"Wednesday, 11 November, 2020",Active,11498
"Wednesday, 11 November, 2020",Recovered,31072
"Wednesday, 11 November, 2020",Deaths,302
"Thursday, 12 November, 2020",Active,11420
"Thursday, 12 November, 2020",Recovered,32068
"Thursday, 12 November, 2020",Deaths,303
"Friday, 13 November, 2020",Active,11823
"Friday, 13 November, 2020",Recovered,32968
"Friday, 13 November, 2020",Deaths,304
"Saturday, 14 November, 2020",Active,12132
"Saturday, 14 November, 2020",Recovered,33771
"Saturday, 14 November, 2020",Deaths,306
"Sunday, 15 November, 2020",Active,12324
"Sunday, 15 November, 2020",Recovered,34784
"Sunday, 15 November, 2020",Deaths,309
"Monday, 16 November, 2020",Active,12602
"Monday, 16 November, 2020",Recovered,35605
"Monday, 16 November, 2020",Deaths,313
"Tuesday, 17 November, 2020",Active,12789
"Tuesday, 17 November, 2020",Recovered,36623
"Tuesday, 17 November, 2020",Deaths,318
"Wednesday, 18 November, 2020",Active,12815
"Wednesday, 18 November, 2020",Recovered,37253
"Wednesday, 18 November, 2020",Deaths,322
"Thursday, 19 November, 2020",Active,13223
"Thursday, 19 November, 2020",Recovered,38131
"Thursday, 19 November, 2020",Deaths,326
"Friday, 20 November, 2020",Active,13222
"Friday, 20 November, 2020",Recovered,39087
"Friday, 20 November, 2020",Deaths,329
"Saturday, 21 November, 2020",Active,12855
"Saturday, 21 November, 2020",Recovered,40492
"Saturday, 21 November, 2020",Deaths,332
"Sunday, 22 November, 2020",Active,12844
"Sunday, 22 November, 2020",Recovered,41596
"Sunday, 22 November, 2020",Deaths,335
"Monday, 23 November, 2020",Active,13843
"Monday, 23 November, 2020",Recovered,42479
"Monday, 23 November, 2020",Deaths,337
"Tuesday, 24 November, 2020",Active,14354
"Tuesday, 24 November, 2020",Recovered,44152
"Tuesday, 24 November, 2020",Deaths,341
"Wednesday, 25 November, 2020",Active,12972
"Wednesday, 25 November, 2020",Recovered,46500
"Wednesday, 25 November, 2020",Deaths,345
"Thursday, 26 November, 2020",Active,11349
"Thursday, 26 November, 2020",Recovered,49055
"Thursday, 26 November, 2020",Deaths,348
"Friday, 27 November, 2020",Active,11308
"Friday, 27 November, 2020",Recovered,50203
"Friday, 27 November, 2020",Deaths,350
"Saturday, 28 November, 2020",Active,11509
"Saturday, 28 November, 2020",Recovered,51313
"Saturday, 28 November, 2020",Deaths,354
"Sunday, 29 November, 2020",Active,11482
"Sunday, 29 November, 2020",Recovered,52646
"Sunday, 29 November, 2020",Deaths,357
"Monday, 30 November, 2020",Active,10579
"Monday, 30 November, 2020",Recovered,54758
"Monday, 30 November, 2020",Deaths,360
"Tuesday, 1 December, 2020",Active,10497
"Tuesday, 1 December, 2020",Recovered,56310
"Tuesday, 1 December, 2020",Deaths,362
"Wednesday, 2 December, 2020",Active,10688
"Wednesday, 2 December, 2020",Recovered,56968
"Wednesday, 2 December, 2020",Deaths,364
"Thursday, 3 December, 2020",Active,10804
"Thursday, 3 December, 2020",Recovered,57916
"Thursday, 3 December, 2020",Deaths,375
"Friday, 4 December, 2020",Active,10801
"Friday, 4 December, 2020",Recovered,59060
"Friday, 4 December, 2020",Deaths,375
"Saturday, 5 December, 2020",Active,10777
"Saturday, 5 December, 2020",Recovered,60203
"Saturday, 5 December, 2020",Deaths,379
"Sunday, 6 December, 2020",Active,11040
"Sunday, 6 December, 2020",Recovered,61272
"Sunday, 6 December, 2020",Deaths,382
"Monday, 7 December, 2020",Active,11605
"Monday, 7 December, 2020",Recovered,62305
"Monday, 7 December, 2020",Deaths,384
"Tuesday, 8 December, 2020",Active,10863
"Tuesday, 8 December, 2020",Recovered,64055
"Tuesday, 8 December, 2020",Deaths,388
"Wednesday, 9 December, 2020",Active,10749
"Wednesday, 9 December, 2020",Recovered,65123
"Wednesday, 9 December, 2020",Deaths,393
"Thursday, 10 December, 2020",Active,11868
"Thursday, 10 December, 2020",Recovered,66235
"Thursday, 10 December, 2020",Deaths,396
"Friday, 11 December, 2020",Active,12735
"Friday, 11 December, 2020",Recovered,67172
"Friday, 11 December, 2020",Deaths,402
"Saturday, 12 December, 2020",Active,13752
"Saturday, 12 December, 2020",Recovered,68083
"Saturday, 12 December, 2020",Deaths,411
"Sunday, 13 December, 2020",Active,13668
"Sunday, 13 December, 2020",Recovered,69392
"Sunday, 13 December, 2020",Deaths,415
"Monday, 14 December, 2020",Active,13831
"Monday, 14 December, 2020",Recovered,70596
"Monday, 14 December, 2020",Deaths,419
"Tuesday, 15 December, 2020",Active,14516
"Tuesday, 15 December, 2020",Recovered,71680
"Tuesday, 15 December, 2020",Deaths,422
"Wednesday, 16 December, 2020",Active,14752
"Wednesday, 16 December, 2020",Recovered,72732
"Wednesday, 16 December, 2020",Deaths,429
"Thursday, 17 December, 2020",Active,14672
"Thursday, 17 December, 2020",Recovered,74029
"Thursday, 17 December, 2020",Deaths,432
"Friday, 18 December, 2020",Active,15141
"Friday, 18 December, 2020",Recovered,75243
"Friday, 18 December, 2020",Deaths,432
"Saturday, 19 December, 2020",Active,15295
"Saturday, 19 December, 2020",Recovered,76241
"Saturday, 19 December, 2020",Deaths,433
"Sunday, 20 December, 2020",Active,15564
"Sunday, 20 December, 2020",Recovered,77308
"Sunday, 20 December, 2020",Deaths,437
"Monday, 21 December, 2020",Active,16497
"Monday, 21 December, 2020",Recovered,78392
"Monday, 21 December, 2020",Deaths,438
"Tuesday, 22 December, 2020",Active,17647
"Tuesday, 22 December, 2020",Recovered,79303
"Tuesday, 22 December, 2020",Deaths,439
"Wednesday, 23 December, 2020",Active,18280
"Wednesday, 23 December, 2020",Recovered,80013
"Wednesday, 23 December, 2020",Deaths,444
"Thursday, 24 December, 2020",Active,18774
"Thursday, 24 December, 2020",Recovered,81098
"Thursday, 24 December, 2020",Deaths,446
"Friday, 25 December, 2020",Active,18577
"Friday, 25 December, 2020",Recovered,82539
"Friday, 25 December, 2020",Deaths,449
"Saturday, 26 December, 2020",Active,20036
"Saturday, 26 December, 2020",Recovered,83413
"Saturday, 26 December, 2020",Deaths,451
"Sunday, 27 December, 2020",Active,20234
"Sunday, 27 December, 2020",Recovered,84410
"Sunday, 27 December, 2020",Deaths,452
"Monday, 28 December, 2020",Active,20644
"Monday, 28 December, 2020",Recovered,85591
"Monday, 28 December, 2020",Deaths,455
"Tuesday, 29 December, 2020",Active,21444
"Tuesday, 29 December, 2020",Recovered,86714
"Tuesday, 29 December, 2020",Deaths,457
"Wednesday, 30 December, 2020",Active,22563
"Wednesday, 30 December, 2020",Recovered,87459
"Wednesday, 30 December, 2020",Deaths,463
"Thursday, 31 December, 2020",Active,23599
"Thursday, 31 December, 2020",Recovered,88940
"Thursday, 31 December, 2020",Deaths,471
"Friday, 1 January, 2021",Active,23434
"Friday, 1 January, 2021",Recovered,91170
"Friday, 1 January, 2021",Deaths,474
"Saturday, 2 January, 2021",Active,22399
"Saturday, 2 January, 2021",Recovered,94491
"Saturday, 2 January, 2021",Deaths,483
"Sunday, 3 January, 2021",Active,21366
"Sunday, 3 January, 2021",Recovered,97217
"Sunday, 3 January, 2021",Deaths,494
"Monday, 4 January, 2021",Active,22090
"Monday, 4 January, 2021",Recovered,98227
"Monday, 4 January, 2021",Deaths,501
"Tuesday, 5 January, 2021",Active,22885
"Tuesday, 5 January, 2021",Recovered,99448
"Tuesday, 5 January, 2021",Deaths,512
"Wednesday, 6 January, 2021",Active,24348
"Wednesday, 6 January, 2021",Recovered,100577
"Wednesday, 6 January, 2021",Deaths,513
"Thursday, 7 January, 2021",Active,25222
"Thursday, 7 January, 2021",Recovered,102722
"Thursday, 7 January, 2021",Deaths,521
"Friday, 8 January, 2021",Active,25141
"Friday, 8 January, 2021",Recovered,105430
"Friday, 8 January, 2021",Deaths,537
"Saturday, 9 January, 2021",Active,26186
"Saturday, 9 January, 2021",Recovered,106831
"Saturday, 9 January, 2021",Deaths,542
"Sunday, 10 January, 2021",Active,27333
"Sunday, 10 January, 2021",Recovered,108108
"Sunday, 10 January, 2021",Deaths,551
"Monday, 11 January, 2021",Active,28555
"Monday, 11 January, 2021",Recovered,109114
"Monday, 11 January, 2021",Deaths,555
"Tuesday, 12 January, 2021",Active,30391
"Tuesday, 12 January, 2021",Recovered,110583
"Tuesday, 12 January, 2021",Deaths,559
"Wednesday, 13 January, 2021",Active,32378
"Wednesday, 13 January, 2021",Recovered,111577
"Wednesday, 13 January, 2021",Deaths,563
"Thursday, 14 January, 2021",Active,33990
"Thursday, 14 January, 2021",Recovered,113287
"Thursday, 14 January, 2021",Deaths,578
"Friday, 15 January, 2021",Active,35254
"Friday, 15 January, 2021",Recovered,115226
"Friday, 15 January, 2021",Deaths,586
"Saturday, 16 January, 2021",Active,37127
"Saturday, 16 January, 2021",Recovered,117374
"Saturday, 16 January, 2021",Deaths,594
"Sunday, 17 January, 2021",Active,37783
"Sunday, 17 January, 2021",Recovered,120050
"Sunday, 17 January, 2021",Deaths,601
"Monday, 18 January, 2021",Active,38792
"Monday, 18 January, 2021",Recovered,122343
"Monday, 18 January, 2021",Deaths,605
"Tuesday, 19 January, 2021",Active,39465
"Tuesday, 19 January, 2021",Recovered,125287
"Tuesday, 19 January, 2021",Deaths,619
"Wednesday, 20 January, 2021",Active,41088
"Wednesday, 20 January, 2021",Recovered,127661
"Wednesday, 20 January, 2021",Deaths,630
"Thursday, 21 January, 2021",Active,41756
"Thursday, 21 January, 2021",Recovered,130151
"Thursday, 21 January, 2021",Deaths,642
"Friday, 22 January, 2021",Active,42815
"Friday, 22 January, 2021",Recovered,132705
"Friday, 22 January, 2021",Deaths,660
"Saturday, 23 January, 2021",Active,42770
"Saturday, 23 January, 2021",Recovered,137018
"Saturday, 23 January, 2021",Deaths,667
"Sunday, 24 January, 2021",Active,41678
"Sunday, 24 January, 2021",Recovered,141445
"Sunday, 24 January, 2021",Deaths,678
"Monday, 25 January, 2021",Active,41077
"Monday, 25 January, 2021",Recovered,145083
"Monday, 25 January, 2021",Deaths,689
"Tuesday, 26 January, 2021",Active,40575
"Tuesday, 26 January, 2021",Recovered,149159
"Tuesday, 26 January, 2021",Deaths,700
"Wednesday, 27 January, 2021",Active,42390
"Wednesday, 27 January, 2021",Recovered,151017
"Wednesday, 27 January, 2021",Deaths,707
"Thursday, 28 January, 2021",Active,43193
"Thursday, 28 January, 2021",Recovered,154298
"Thursday, 28 January, 2021",Deaths,717
"Friday, 29 January, 2021",Active,45479
"Friday, 29 January, 2021",Recovered,157721
"Friday, 29 January, 2021",Deaths,733
"Saturday, 30 January, 2021",Active,47389
"Saturday, 30 January, 2021",Recovered,161526
"Saturday, 30 January, 2021",Deaths,746
"Sunday, 31 January, 2021",Active,48151
"Sunday, 31 January, 2021",Recovered,166048
"Sunday, 31 January, 2021",Deaths,760
"Monday, 1 February, 2021",Active,48075
"Monday, 1 February, 2021",Recovered,170328
"Monday, 1 February, 2021",Deaths,770
"Tuesday, 2 February, 2021",Active,47848
"Tuesday, 2 February, 2021",Recovered,173989
"Tuesday, 2 February, 2021",Deaths,791
"Wednesday, 3 February, 2021",Active,48310
"Wednesday, 3 February, 2021",Recovered,177793
"Wednesday, 3 February, 2021",Deaths,809
"Thursday, 4 February, 2021",Active,48772
"Thursday, 4 February, 2021",Recovered,181885
"Thursday, 4 February, 2021",Deaths,826
"Friday, 5 February, 2021",Active,48752
"Friday, 5 February, 2021",Recovered,185277
"Friday, 5 February, 2021",Deaths,845
"Saturday, 6 February, 2021",Active,50895
"Saturday, 6 February, 2021",Recovered,186969
"Saturday, 6 February, 2021",Deaths,857
"Sunday, 7 February, 2021",Active,51242
"Sunday, 7 February, 2021",Recovered,190338
"Sunday, 7 February, 2021",Deaths,872
"Monday, 8 February, 2021",Active,51978
"Monday, 8 February, 2021",Recovered,192678
"Monday, 8 February, 2021",Deaths,896
"Tuesday, 9 February, 2021",Active,50842
"Tuesday, 9 February, 2021",Recovered,196565
"Tuesday, 9 February, 2021",Deaths,909
"Wednesday, 10 February, 2021",Active,52187
"Wednesday, 10 February, 2021",Recovered,198494
"Wednesday, 10 February, 2021",Deaths,923
"Thursday, 11 February, 2021",Active,51796
"Thursday, 11 February, 2021",Recovered,202268
"Thursday, 11 February, 2021",Deaths,924
"Friday, 12 February, 2021",Active,51591
"Friday, 12 February, 2021",Recovered,205773
"Friday, 12 February, 2021",Deaths,942
"Saturday, 13 February, 2021",Active,51569
"Saturday, 13 February, 2021",Recovered,209288
"Saturday, 13 February, 2021",Deaths,948
"Sunday, 14 February, 2021",Active,49500
"Sunday, 14 February, 2021",Recovered,213813
"Sunday, 14 February, 2021",Deaths,956
"Monday, 15 February, 2021",Active,47144
"Monday, 15 February, 2021",Recovered,218334
"Monday, 15 February, 2021",Deaths,967
"Tuesday, 16 February, 2021",Active,44137
"Tuesday, 16 February, 2021",Recovered,224052
"Tuesday, 16 February, 2021",Deaths,976
"Wednesday, 17 February, 2021",Active,41403
"Wednesday, 17 February, 2021",Recovered,229761
"Wednesday, 17 February, 2021",Deaths,999
"Thursday, 18 February, 2021",Active,38794
"Thursday, 18 February, 2021",Recovered,235081
"Thursday, 18 February, 2021",Deaths,1000
"Friday, 19 February, 2021",Active,36802
"Friday, 19 February, 2021",Recovered,239970
"Friday, 19 February, 2021",Deaths,1039
"Saturday, 20 February, 2021",Active,34472
"Saturday, 20 February, 2021",Recovered,244752
"Saturday, 20 February, 2021",Deaths,1048
"Sunday, 21 February, 2021",Active,33307
"Sunday, 21 February, 2021",Recovered,249208
"Sunday, 21 February, 2021",Deaths,1054
"Monday, 22 February, 2021",Active,32078
"Monday, 22 February, 2021",Recovered,252622
"Monday, 22 February, 2021",Deaths,1061
"Tuesday, 23 February, 2021",Active,30471
"Tuesday, 23 February, 2021",Recovered,256677
"Tuesday, 23 February, 2021",Deaths,1081
"Wednesday, 24 February, 2021",Active,30673
"Wednesday, 24 February, 2021",Recovered,260008
"Wednesday, 24 February, 2021",Deaths,1093
"Thursday, 25 February, 2021",Active,28832
"Thursday, 25 February, 2021",Recovered,263760
"Thursday, 25 February, 2021",Deaths,1106
"Friday, 26 February, 2021",Active,27990
"Friday, 26 February, 2021",Recovered,266845
"Friday, 26 February, 2021",Deaths,1116
"Saturday, 27 February, 2021",Active,27024
"Saturday, 27 February, 2021",Recovered,270165
"Saturday, 27 February, 2021",Deaths,1126
"Sunday, 28 February, 2021",Active,26201
"Sunday, 28 February, 2021",Recovered,273416
"Sunday, 28 February, 2021",Deaths,1135
"Monday, 1 March, 2021",Active,25538
"Monday, 1 March, 2021",Recovered,275902
"Monday, 1 March, 2021",Deaths,1140
"Tuesday, 2 March, 2021",Active,24559
"Tuesday, 2 March, 2021",Recovered,278430
"Tuesday, 2 March, 2021",Deaths,1146
"Wednesday, 3 March, 2021",Active,24021
"Wednesday, 3 March, 2021",Recovered,280706
"Wednesday, 3 March, 2021",Deaths,1153
"Thursday, 4 March, 2021",Active,23157
"Thursday, 4 March, 2021",Recovered,283628
"Thursday, 4 March, 2021",Deaths,1158
"Friday, 5 March, 2021",Active,22030
"Friday, 5 March, 2021",Recovered,286903
